"","Date","Start (ET)","Visitor/Neutral","PTS","Home/Neutral","PTS.1"
"1154","Mon, Apr 3, 2017","7:00 pm","Portland Trail Blazers","109","Minnesota Timberwolves","110"
"1155","Tue, Apr 4, 2017","7:00 pm","Orlando Magic","102","Cleveland Cavaliers","122"
"1156","Tue, Apr 4, 2017","10:30 pm","Minnesota Timberwolves","107","Golden State Warriors","121"
"1157","Tue, Apr 4, 2017","7:00 pm","Toronto Raptors","90","Indiana Pacers","108"
"1158","Tue, Apr 4, 2017","8:00 pm","Denver Nuggets","134","New Orleans Pelicans","131"
"1159","Tue, Apr 4, 2017","8:00 pm","Chicago Bulls","91","New York Knicks","100"
"1160","Tue, Apr 4, 2017","8:00 pm","Milwaukee Bucks","79","Oklahoma City Thunder","110"
"1161","Tue, Apr 4, 2017","7:00 pm","Brooklyn Nets","141","Philadelphia 76ers","118"
"1162","Tue, Apr 4, 2017","10:30 pm","Dallas Mavericks","87","Sacramento Kings","98"
"1163","Tue, Apr 4, 2017","8:30 pm","Memphis Grizzlies","89","San Antonio Spurs","95"
"1164","Tue, Apr 4, 2017","9:00 pm","Portland Trail Blazers","87","Utah Jazz","106"
"1165","Tue, Apr 4, 2017","7:00 pm","Charlotte Hornets","111","Washington Wizards","118"
"1166","Wed, Apr 5, 2017","8:00 pm","Cleveland Cavaliers","114","Boston Celtics","91"
"1167","Wed, Apr 5, 2017","7:00 pm","Miami Heat","112","Charlotte Hornets","99"
"1168","Wed, Apr 5, 2017","7:30 pm","Toronto Raptors","105","Detroit Pistons","102"
"1169","Wed, Apr 5, 2017","8:00 pm","Denver Nuggets","104","Houston Rockets","110"
"1170","Wed, Apr 5, 2017","10:30 pm","Dallas Mavericks","101","Los Angeles Clippers","112"
"1171","Wed, Apr 5, 2017","8:00 pm","Oklahoma City Thunder","103","Memphis Grizzlies","100"
"1172","Wed, Apr 5, 2017","10:00 pm","Golden State Warriors","120","Phoenix Suns","111"
"1173","Wed, Apr 5, 2017","8:30 pm","Los Angeles Lakers","102","San Antonio Spurs","95"
"1174","Thu, Apr 6, 2017","8:00 pm","Boston Celtics","116","Atlanta Hawks","123"
"1175","Thu, Apr 6, 2017","7:00 pm","Milwaukee Bucks","89","Indiana Pacers","104"
"1176","Thu, Apr 6, 2017","7:30 pm","Washington Wizards","106","New York Knicks","103"
"1177","Thu, Apr 6, 2017","7:00 pm","Brooklyn Nets","107","Orlando Magic","115"
"1178","Thu, Apr 6, 2017","7:00 pm","Chicago Bulls","102","Philadelphia 76ers","90"
"1179","Thu, Apr 6, 2017","10:30 pm","Minnesota Timberwolves","98","Portland Trail Blazers","105"
"1180","Fri, Apr 7, 2017","7:30 pm","Atlanta Hawks","114","Cleveland Cavaliers","100"
"1181","Fri, Apr 7, 2017","8:30 pm","San Antonio Spurs","102","Dallas Mavericks","89"
"1182","Fri, Apr 7, 2017","9:00 pm","New Orleans Pelicans","106","Denver Nuggets","122"
"1183","Fri, Apr 7, 2017","8:00 pm","Detroit Pistons","114","Houston Rockets","109"
"1184","Fri, Apr 7, 2017","10:30 pm","Sacramento Kings","94","Los Angeles Lakers","98"
"1185","Fri, Apr 7, 2017","8:00 pm","New York Knicks","88","Memphis Grizzlies","101"
"1186","Fri, Apr 7, 2017","10:00 pm","Oklahoma City Thunder","99","Phoenix Suns","120"
"1187","Fri, Apr 7, 2017","7:30 pm","Miami Heat","94","Toronto Raptors","96"
"1188","Fri, Apr 7, 2017","9:00 pm","Minnesota Timberwolves","113","Utah Jazz","120"
"1189","Sat, Apr 8, 2017","5:00 pm","Chicago Bulls","106","Brooklyn Nets","107"
"1190","Sat, Apr 8, 2017","6:00 pm","Boston Celtics","121","Charlotte Hornets","114"
"1191","Sat, Apr 8, 2017","10:30 pm","New Orleans Pelicans","101","Golden State Warriors","123"
"1192","Sat, Apr 8, 2017","6:00 pm","Indiana Pacers","127","Orlando Magic","112"
"1193","Sat, Apr 8, 2017","7:00 pm","Milwaukee Bucks","90","Philadelphia 76ers","82"
"1194","Sat, Apr 8, 2017","10:00 pm","Utah Jazz","86","Portland Trail Blazers","101"
"1195","Sat, Apr 8, 2017","8:30 pm","Los Angeles Clippers","98","San Antonio Spurs","87"
"1196","Sat, Apr 8, 2017","7:00 pm","Miami Heat","106","Washington Wizards","103"
"1197","Sun, Apr 9, 2017","3:30 pm","Cleveland Cavaliers","125","Atlanta Hawks","126"
"1198","Sun, Apr 9, 2017","5:00 pm","Oklahoma City Thunder","106","Denver Nuggets","105"
"1199","Sun, Apr 9, 2017","9:30 pm","Minnesota Timberwolves","109","Los Angeles Lakers","110"
"1200","Sun, Apr 9, 2017","6:00 pm","Detroit Pistons","103","Memphis Grizzlies","90"
"1201","Sun, Apr 9, 2017","12:00 pm","Toronto Raptors","110","New York Knicks","97"
"1202","Sun, Apr 9, 2017","6:00 pm","Dallas Mavericks","111","Phoenix Suns","124"
"1203","Sun, Apr 9, 2017","6:00 pm","Houston Rockets","135","Sacramento Kings","128"
"1204","Mon, Apr 10, 2017","7:30 pm","Brooklyn Nets","105","Boston Celtics","114"
"1205","Mon, Apr 10, 2017","8:00 pm","Orlando Magic","75","Chicago Bulls","122"
"1206","Mon, Apr 10, 2017","8:00 pm","Washington Wizards","105","Detroit Pistons","101"
"1207","Mon, Apr 10, 2017","10:30 pm","Utah Jazz","105","Golden State Warriors","99"
"1208","Mon, Apr 10, 2017","10:30 pm","Houston Rockets","96","Los Angeles Clippers","125"
"1209","Mon, Apr 10, 2017","7:30 pm","Cleveland Cavaliers","121","Miami Heat","124"
"1210","Mon, Apr 10, 2017","8:00 pm","Charlotte Hornets","79","Milwaukee Bucks","89"
"1211","Mon, Apr 10, 2017","7:00 pm","Indiana Pacers","120","Philadelphia 76ers","111"
"1212","Mon, Apr 10, 2017","10:00 pm","San Antonio Spurs","98","Portland Trail Blazers","99"
"1213","Tue, Apr 11, 2017","7:30 pm","Charlotte Hornets","76","Atlanta Hawks","103"
"1214","Tue, Apr 11, 2017","8:30 pm","Denver Nuggets","109","Dallas Mavericks","91"
"1215","Tue, Apr 11, 2017","10:30 pm","New Orleans Pelicans","96","Los Angeles Lakers","108"
"1216","Tue, Apr 11, 2017","8:00 pm","Oklahoma City Thunder","100","Minnesota Timberwolves","98"
"1217","Tue, Apr 11, 2017","10:30 pm","Phoenix Suns","104","Sacramento Kings","129"
"1218","Wed, Apr 12, 2017","8:00 pm","Milwaukee Bucks","94","Boston Celtics","112"
"1219","Wed, Apr 12, 2017","8:00 pm","Brooklyn Nets","73","Chicago Bulls","112"
"1220","Wed, Apr 12, 2017","8:00 pm","Toronto Raptors","98","Cleveland Cavaliers","83"
"1221","Wed, Apr 12, 2017","10:30 pm","Los Angeles Lakers","94","Golden State Warriors","109"
"1222","Wed, Apr 12, 2017","8:00 pm","Minnesota Timberwolves","118","Houston Rockets","123"
"1223","Wed, Apr 12, 2017","8:00 pm","Atlanta Hawks","86","Indiana Pacers","104"
"1224","Wed, Apr 12, 2017","10:30 pm","Sacramento Kings","95","Los Angeles Clippers","115"
"1225","Wed, Apr 12, 2017","8:00 pm","Dallas Mavericks","100","Memphis Grizzlies","93"
"1226","Wed, Apr 12, 2017","8:00 pm","Washington Wizards","102","Miami Heat","110"
"1227","Wed, Apr 12, 2017","8:00 pm","Philadelphia 76ers","113","New York Knicks","114"
"1228","Wed, Apr 12, 2017","8:00 pm","Denver Nuggets","111","Oklahoma City Thunder","105"
"1229","Wed, Apr 12, 2017","8:00 pm","Detroit Pistons","109","Orlando Magic","113"
"1230","Wed, Apr 12, 2017","10:30 pm","New Orleans Pelicans","103","Portland Trail Blazers","100"
"1231","Wed, Apr 12, 2017","9:00 pm","San Antonio Spurs","97","Utah Jazz","101"
"1232","Playoffs","Playoffs","Playoffs","Playoffs","Playoffs","Playoffs"
"1233","Sat, Apr 15, 2017","3:00 pm","Indiana Pacers","108","Cleveland Cavaliers","109"
"1234","Sat, Apr 15, 2017","10:30 pm","Utah Jazz","97","Los Angeles Clippers","95"
"1235","Sat, Apr 15, 2017","8:00 pm","Memphis Grizzlies","82","San Antonio Spurs","111"
"1236","Sat, Apr 15, 2017","5:30 pm","Milwaukee Bucks","97","Toronto Raptors","83"
"1237","Sun, Apr 16, 2017","6:30 pm","Chicago Bulls","106","Boston Celtics","102"
"1238","Sun, Apr 16, 2017","3:30 pm","Portland Trail Blazers","109","Golden State Warriors","121"
"1239","Sun, Apr 16, 2017","9:00 pm","Oklahoma City Thunder","87","Houston Rockets","118"
"1240","Sun, Apr 16, 2017","1:00 pm","Atlanta Hawks","107","Washington Wizards","114"
"1241","Mon, Apr 17, 2017","7:00 pm","Indiana Pacers","111","Cleveland Cavaliers","117"
"1242","Mon, Apr 17, 2017","9:30 pm","Memphis Grizzlies","82","San Antonio Spurs","96"
"1243","Tue, Apr 18, 2017","8:00 pm","Chicago Bulls","111","Boston Celtics","97"
"1244","Tue, Apr 18, 2017","10:30 pm","Utah Jazz","91","Los Angeles Clippers","99"
"1245","Tue, Apr 18, 2017","7:00 pm","Milwaukee Bucks","100","Toronto Raptors","106"
"1246","Wed, Apr 19, 2017","10:30 pm","Portland Trail Blazers","81","Golden State Warriors","110"
"1247","Wed, Apr 19, 2017","8:00 pm","Oklahoma City Thunder","111","Houston Rockets","115"
"1248","Wed, Apr 19, 2017","7:00 pm","Atlanta Hawks","101","Washington Wizards","109"
"1249","Thu, Apr 20, 2017","7:00 pm","Cleveland Cavaliers","119","Indiana Pacers","114"
"1250","Thu, Apr 20, 2017","9:30 pm","San Antonio Spurs","94","Memphis Grizzlies","105"
"1251","Thu, Apr 20, 2017","8:00 pm","Toronto Raptors","77","Milwaukee Bucks","104"
"1252","Fri, Apr 21, 2017","7:00 pm","Boston Celtics","","Chicago Bulls",""
"1253","Fri, Apr 21, 2017","9:30 pm","Houston Rockets","","Oklahoma City Thunder",""
"1254","Fri, Apr 21, 2017","10:00 pm","Los Angeles Clippers","","Utah Jazz",""
"1255","Sat, Apr 22, 2017","5:30 pm","Washington Wizards","","Atlanta Hawks",""
"1256","Sat, Apr 22, 2017","8:00 pm","San Antonio Spurs","","Memphis Grizzlies",""
"1257","Sat, Apr 22, 2017","3:00 pm","Toronto Raptors","","Milwaukee Bucks",""
"1258","Sat, Apr 22, 2017","10:30 pm","Golden State Warriors","","Portland Trail Blazers",""
"1259","Sun, Apr 23, 2017","6:30 pm","Boston Celtics","","Chicago Bulls",""
"1260","Sun, Apr 23, 2017","1:00 pm","Cleveland Cavaliers","","Indiana Pacers",""
"1261","Sun, Apr 23, 2017","3:30 pm","Houston Rockets","","Oklahoma City Thunder",""
"1262","Sun, Apr 23, 2017","9:00 pm","Los Angeles Clippers","","Utah Jazz",""
"1263","Mon, Apr 24, 2017","8:00 pm","Washington Wizards","","Atlanta Hawks",""
"1264","Mon, Apr 24, 2017","10:30 pm","Golden State Warriors","","Portland Trail Blazers",""
"1265","Mon, Apr 24, 2017","7:00 pm","Milwaukee Bucks","","Toronto Raptors",""
"1266","Tue, Apr 25, 2017","","Indiana Pacers","","Cleveland Cavaliers",""
"1267","Tue, Apr 25, 2017","","Oklahoma City Thunder","","Houston Rockets",""
"1268","Tue, Apr 25, 2017","","Utah Jazz","","Los Angeles Clippers",""
"1269","Tue, Apr 25, 2017","","Memphis Grizzlies","","San Antonio Spurs",""
"1270","Wed, Apr 26, 2017","","Chicago Bulls","","Boston Celtics",""
"1271","Wed, Apr 26, 2017","","Portland Trail Blazers","","Golden State Warriors",""
"1272","Wed, Apr 26, 2017","","Atlanta Hawks","","Washington Wizards",""
"1273","Thu, Apr 27, 2017","","Cleveland Cavaliers","","Indiana Pacers",""
"1274","Thu, Apr 27, 2017","","San Antonio Spurs","","Memphis Grizzlies",""
"1275","Thu, Apr 27, 2017","","Toronto Raptors","","Milwaukee Bucks",""
"1276","Thu, Apr 27, 2017","","Houston Rockets","","Oklahoma City Thunder",""
"1277","Fri, Apr 28, 2017","","Washington Wizards","","Atlanta Hawks",""
"1278","Fri, Apr 28, 2017","","Boston Celtics","","Chicago Bulls",""
"1279","Fri, Apr 28, 2017","","Golden State Warriors","","Portland Trail Blazers",""
"1280","Fri, Apr 28, 2017","","Los Angeles Clippers","","Utah Jazz",""
"1281","Sat, Apr 29, 2017","","Indiana Pacers","","Cleveland Cavaliers",""
"1282","Sat, Apr 29, 2017","","Oklahoma City Thunder","","Houston Rockets",""
"1283","Sat, Apr 29, 2017","","Memphis Grizzlies","","San Antonio Spurs",""
"1284","Sat, Apr 29, 2017","","Milwaukee Bucks","","Toronto Raptors",""
"1285","Sun, Apr 30, 2017","","Chicago Bulls","","Boston Celtics",""
"1286","Sun, Apr 30, 2017","","Portland Trail Blazers","","Golden State Warriors",""
"1287","Sun, Apr 30, 2017","","Utah Jazz","","Los Angeles Clippers",""
"1288","Sun, Apr 30, 2017","","Atlanta Hawks","","Washington Wizards",""
