Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
72,72,3/23/16,@,CLE,L,104,113,43,80,0.538,7,16,0.438,11,15,0.733,10,31,23,8,4,14,24,,40,83,0.482,10,34,0.294,23,27,0.852,17,42,29,6,8,12,17
73,73,3/25/16,@,ATL,L,90,101,35,84,0.417,3,13,0.231,17,26,0.654,16,49,16,4,9,15,16,,41,97,0.423,5,32,0.156,14,17,0.824,17,45,26,10,6,11,21
74,74,3/26/16,,CHO,L,91,115,37,84,0.44,4,15,0.267,13,15,0.867,9,37,26,6,3,9,16,,41,74,0.554,16,29,0.552,17,21,0.81,5,35,30,6,8,8,11
75,75,3/30/16,,PHO,W,105,94,37,77,0.481,6,15,0.4,25,34,0.735,9,38,21,13,9,13,23,,38,84,0.452,5,24,0.208,13,17,0.765,15,49,23,6,4,22,23
76,76,4/1/16,,ORL,W,113,110,47,86,0.547,4,17,0.235,15,25,0.6,9,40,31,14,6,16,15,,46,86,0.535,8,24,0.333,10,12,0.833,4,37,34,13,8,20,22
77,77,4/3/16,,CHI,L,98,102,40,85,0.471,2,7,0.286,16,20,0.8,15,44,28,6,7,14,17,,39,74,0.527,7,26,0.269,17,22,0.773,6,34,30,10,4,11,16
78,78,4/5/16,,CLE,L,80,109,35,88,0.398,4,16,0.25,6,12,0.5,12,41,20,7,1,10,14,,41,75,0.547,18,36,0.5,9,10,0.9,2,41,30,4,8,16,14
79,79,4/8/16,@,BOS,L,109,124,41,84,0.488,7,17,0.412,20,29,0.69,7,38,30,10,5,19,27,,44,78,0.564,6,14,0.429,30,38,0.789,4,34,35,6,9,14,23
80,80,4/10/16,@,PHI,W,109,108,40,87,0.46,7,23,0.304,22,24,0.917,8,53,26,10,8,19,19,,39,96,0.406,13,46,0.283,17,25,0.68,13,45,24,12,6,13,19
81,81,4/11/16,@,ORL,L,98,107,41,78,0.526,3,15,0.2,13,19,0.684,13,45,18,6,7,23,20,,41,84,0.488,7,23,0.304,18,28,0.643,12,36,28,19,10,10,15
82,82,4/13/16,,IND,L,92,97,37,87,0.425,7,23,0.304,11,13,0.846,7,43,23,8,3,15,15,,39,90,0.433,11,24,0.458,8,10,0.8,12,48,28,8,3,17,14
