"","G","Date","X","Opp","W.L","Tm","Opp.1","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp"
"27",27,"12/13/16","","OKC","W",114,95,43,80,0.538,8,23,0.348,20,27,0.741,8,37,23,11,9,14,26,33,87,0.379,8,27,0.296,21,28,0.75,16,43,18,10,2,21,21
"28",28,"12/15/16","@","DEN","L",120,132,41,88,0.466,8,23,0.348,30,36,0.833,15,41,22,6,4,14,25,43,84,0.512,15,31,0.484,31,35,0.886,5,36,27,10,4,15,28
"29",29,"12/17/16","@","GSW","L",90,135,34,86,0.395,8,28,0.286,14,20,0.7,7,31,16,7,4,11,19,51,87,0.586,14,28,0.5,19,26,0.731,9,56,36,7,5,15,16
"30",30,"12/20/16","@","SAC","L",121,126,44,86,0.512,4,27,0.148,29,40,0.725,15,41,30,5,4,8,31,40,72,0.556,10,23,0.435,36,43,0.837,4,31,20,3,4,10,28
"31",31,"12/21/16","","DAL","L",95,96,32,72,0.444,10,27,0.37,21,28,0.75,9,43,15,6,4,17,20,35,83,0.422,7,31,0.226,19,23,0.826,10,38,14,12,5,10,20
"32",32,"12/23/16","","SAS","L",90,110,35,79,0.443,12,30,0.4,8,16,0.5,10,33,21,8,2,15,19,39,78,0.5,12,20,0.6,20,21,0.952,13,45,19,9,3,12,17
"33",33,"12/26/16","","TOR","L",91,95,35,83,0.422,8,23,0.348,13,18,0.722,11,54,22,8,4,18,22,32,95,0.337,12,34,0.353,19,24,0.792,14,52,17,11,4,12,12
"34",34,"12/28/16","","SAC","W",102,89,35,74,0.473,12,25,0.48,20,22,0.909,5,45,19,6,4,15,16,31,79,0.392,9,28,0.321,18,23,0.783,6,39,20,8,3,11,20
"35",35,"12/30/16","@","SAS","L",94,110,35,77,0.455,6,20,0.3,18,21,0.857,2,25,19,10,3,11,23,39,78,0.5,11,22,0.5,21,25,0.84,11,48,22,7,5,16,18
"36",36,"1/1/17","@","MIN","W",95,89,36,73,0.493,6,22,0.273,17,28,0.607,4,41,13,10,8,14,19,35,87,0.402,7,23,0.304,12,18,0.667,13,47,21,11,5,16,25
"37",37,"1/4/17","@","GSW","L",117,125,40,89,0.449,12,26,0.462,25,28,0.893,11,44,23,8,5,17,26,44,87,0.506,13,36,0.361,24,29,0.828,8,39,31,14,9,15,20
"38",38,"1/5/17","","LAL","W",118,109,43,81,0.531,12,33,0.364,20,30,0.667,8,47,29,6,5,13,21,36,86,0.419,10,31,0.323,27,33,0.818,10,40,15,7,3,11,25
"39",39,"1/8/17","","DET","L",124,125,51,98,0.52,15,35,0.429,7,12,0.583,7,42,36,5,5,16,11,54,105,0.514,8,25,0.32,9,12,0.75,6,41,19,14,3,9,16
"40",40,"1/10/17","@","LAL","W",108,87,43,85,0.506,7,21,0.333,15,20,0.75,9,50,25,6,9,11,21,32,83,0.386,9,24,0.375,14,26,0.538,9,38,18,7,5,10,18
"41",41,"1/11/17","","CLE","W",102,86,40,93,0.43,10,30,0.333,12,16,0.75,13,51,29,6,9,9,17,28,82,0.341,9,30,0.3,21,28,0.75,13,48,14,5,4,15,20
"42",42,"1/13/17","","ORL","L",109,115,39,97,0.402,10,34,0.294,21,25,0.84,12,43,19,6,9,9,20,41,83,0.494,10,18,0.556,23,26,0.885,9,45,21,5,5,15,19
"43",43,"1/16/17","@","WAS","L",101,120,37,88,0.42,8,26,0.308,19,25,0.76,14,45,22,6,5,15,20,42,86,0.488,13,23,0.565,23,25,0.92,12,51,26,10,5,12,18
"44",44,"1/18/17","@","CHO","L",85,107,33,94,0.351,8,31,0.258,11,11,1,15,50,18,10,12,15,11,41,87,0.471,11,26,0.423,14,17,0.824,8,51,28,11,7,12,13
"45",45,"1/20/17","@","PHI","L",92,93,33,89,0.371,6,19,0.316,20,28,0.714,12,46,16,8,6,13,20,36,92,0.391,12,29,0.414,9,16,0.563,13,53,25,6,8,19,21
"46",46,"1/21/17","@","BOS","W",127,123,43,92,0.467,10,25,0.4,31,36,0.861,9,37,26,12,4,14,26,42,92,0.457,13,35,0.371,26,31,0.839,14,47,26,6,2,21,29
"47",47,"1/25/17","","LAL","W",105,98,43,90,0.478,4,15,0.267,15,20,0.75,9,49,17,5,4,11,12,37,94,0.394,11,29,0.379,13,14,0.929,14,51,16,5,9,13,17
"48",48,"1/27/17","","MEM","W",112,109,38,81,0.469,16,35,0.457,20,21,0.952,8,33,24,2,3,12,26,37,77,0.481,9,26,0.346,26,33,0.788,10,42,24,6,5,11,19
"49",49,"1/29/17","","GSW","L",111,113,46,93,0.495,10,27,0.37,9,12,0.75,9,42,26,11,2,18,24,36,79,0.456,8,26,0.308,33,39,0.846,8,39,28,13,6,18,18
"50",50,"1/31/17","","CHO","W",115,98,42,93,0.452,11,31,0.355,20,23,0.87,11,51,23,8,2,8,18,33,83,0.398,11,31,0.355,21,25,0.84,3,42,20,3,6,9,13
"51",51,"2/3/17","","DAL","L",104,108,40,88,0.455,9,30,0.3,15,20,0.75,12,44,16,3,4,9,19,36,76,0.474,17,31,0.548,19,23,0.826,2,36,15,3,4,4,24
"52",52,"2/5/17","@","OKC","L",99,105,35,87,0.402,10,28,0.357,19,21,0.905,11,44,15,6,4,12,22,40,98,0.408,4,18,0.222,21,28,0.75,17,56,18,9,5,12,17
"53",53,"2/7/17","@","DAL","W",114,113,42,86,0.488,11,28,0.393,19,24,0.792,18,55,17,6,2,15,26,37,75,0.493,12,28,0.429,27,32,0.844,2,30,16,6,6,7,22
"54",54,"2/9/17","","BOS","L",111,120,39,77,0.506,9,26,0.346,24,31,0.774,10,41,23,4,6,15,23,44,91,0.484,10,30,0.333,22,27,0.815,14,43,23,8,1,8,21
"55",55,"2/13/17","","ATL","L",104,109,37,103,0.359,16,42,0.381,14,25,0.56,22,66,22,4,4,14,34,32,83,0.386,8,28,0.286,37,48,0.771,7,52,20,9,11,9,23
"56",56,"2/15/17","@","UTA","L",88,111,32,79,0.405,9,22,0.409,15,20,0.75,9,41,14,9,3,16,21,42,81,0.519,11,22,0.5,16,23,0.696,9,46,19,9,5,14,17
"57",57,"2/23/17","@","ORL","W",112,103,41,81,0.506,9,19,0.474,21,27,0.778,9,45,20,8,7,19,25,34,86,0.395,7,22,0.318,28,39,0.718,13,40,18,8,4,14,21
"58",58,"2/26/17","@","TOR","L",106,112,35,79,0.443,9,21,0.429,27,35,0.771,8,39,16,6,5,9,26,42,78,0.538,7,20,0.35,21,27,0.778,5,39,16,7,5,10,24
"59",59,"2/28/17","@","DET","L",113,120,44,84,0.524,10,25,0.4,15,22,0.682,8,50,25,5,5,24,25,45,104,0.433,7,25,0.28,23,31,0.742,16,48,23,13,2,7,19
"60",60,"3/2/17","","OKC","W",114,109,39,79,0.494,10,25,0.4,26,35,0.743,9,45,19,9,7,14,19,34,86,0.395,11,29,0.379,30,32,0.938,12,40,11,9,7,12,25
"61",61,"3/4/17","","BRK","W",130,116,49,86,0.57,16,25,0.64,16,22,0.727,6,37,29,9,6,12,13,45,86,0.523,14,30,0.467,12,17,0.706,8,31,24,7,6,13,22
"62",62,"3/7/17","@","OKC","W",126,121,47,85,0.553,11,23,0.478,21,27,0.778,12,36,24,7,5,11,23,44,85,0.518,10,25,0.4,23,30,0.767,12,39,16,4,1,17,25
"63",63,"3/9/17","","PHI","W",114,108,40,88,0.455,6,21,0.286,28,33,0.848,16,55,25,8,12,19,22,41,94,0.436,11,29,0.379,15,20,0.75,12,44,18,10,3,16,29
"64",64,"3/11/17","","WAS","L",124,125,48,94,0.511,16,32,0.5,12,16,0.75,7,43,26,4,5,14,19,47,90,0.522,12,25,0.48,19,28,0.679,9,46,27,5,4,11,20
"65",65,"3/12/17","@","PHO","W",110,101,43,86,0.5,7,22,0.318,17,25,0.68,9,49,14,7,5,14,24,41,93,0.441,5,14,0.357,14,20,0.7,6,41,20,5,3,9,21
"66",66,"3/14/17","@","NOP","L",77,100,23,76,0.303,11,32,0.344,20,26,0.769,8,48,13,3,1,16,20,38,80,0.475,6,21,0.286,18,30,0.6,4,49,19,10,8,5,18
"67",67,"3/15/17","@","SAS","W",110,106,38,80,0.475,9,22,0.409,25,28,0.893,8,39,21,10,1,11,16,42,88,0.477,11,26,0.423,11,15,0.733,10,41,28,7,5,14,20
"68",68,"3/18/17","@","ATL","W",113,97,44,87,0.506,8,18,0.444,17,19,0.895,13,54,23,9,9,20,22,32,88,0.364,7,26,0.269,26,32,0.813,12,35,22,13,7,13,12
"69",69,"3/19/17","@","MIA","W",115,104,42,83,0.506,13,26,0.5,18,24,0.75,13,43,13,4,6,11,20,41,88,0.466,9,30,0.3,13,20,0.65,13,39,18,8,8,9,22
"70",70,"3/21/17","","MIL","L",90,93,35,83,0.422,4,21,0.19,16,26,0.615,13,49,15,8,6,14,14,38,90,0.422,7,16,0.438,10,12,0.833,13,49,16,8,8,13,22
"71",71,"3/23/17","","NYK","W",110,95,39,80,0.488,11,21,0.524,21,29,0.724,10,50,15,8,2,13,20,36,88,0.409,5,22,0.227,18,20,0.9,9,40,23,5,9,11,20
"72",72,"3/25/17","","MIN","W",112,100,45,71,0.634,11,22,0.5,11,17,0.647,4,35,24,5,3,14,20,37,76,0.487,2,10,0.2,24,32,0.75,6,27,15,10,3,7,14
"73",73,"3/26/17","@","LAL","W",97,81,36,89,0.404,12,28,0.429,13,18,0.722,12,61,24,8,4,13,16,33,84,0.393,5,21,0.238,10,17,0.588,1,42,19,7,3,10,17
"74",74,"3/28/17","","DEN","W",122,113,45,91,0.495,8,27,0.296,24,33,0.727,15,47,15,8,5,9,18,44,94,0.468,9,30,0.3,16,20,0.8,12,47,23,3,6,12,24
"75",75,"3/30/17","","HOU","W",117,107,43,90,0.478,13,33,0.394,18,22,0.818,11,41,24,12,8,12,16,40,91,0.44,8,34,0.235,19,23,0.826,13,42,18,9,3,18,20
"76",76,"4/1/17","","PHO","W",130,117,43,92,0.467,15,37,0.405,29,31,0.935,11,41,21,12,3,12,23,44,84,0.524,3,10,0.3,26,32,0.813,13,43,17,8,6,17,26
"77",77,"4/3/17","@","MIN","L",109,110,38,86,0.442,11,32,0.344,22,25,0.88,11,35,24,7,9,5,18,41,84,0.488,4,9,0.444,24,28,0.857,12,44,26,3,5,11,18
"78",78,"4/4/17","@","UTA","L",87,106,33,83,0.398,6,26,0.231,15,17,0.882,7,29,10,8,5,7,20,39,74,0.527,13,23,0.565,15,19,0.789,7,47,21,4,6,14,16
"79",79,"4/6/17","","MIN","W",105,98,35,81,0.432,14,33,0.424,21,26,0.808,4,41,19,8,4,12,20,38,87,0.437,4,18,0.222,18,20,0.9,9,47,16,7,4,13,20
"80",80,"4/8/17","","UTA","W",101,86,37,91,0.407,13,30,0.433,14,16,0.875,12,47,15,5,6,3,16,31,78,0.397,6,19,0.316,18,24,0.75,9,47,19,2,9,10,18
"81",81,"4/10/17","","SAS","W",99,98,37,89,0.416,12,27,0.444,13,15,0.867,12,42,18,6,3,9,17,38,83,0.458,8,21,0.381,14,20,0.7,13,47,17,4,9,15,15
"82",82,"4/12/17","","NOP","L",100,103,41,85,0.482,13,30,0.433,5,13,0.385,14,53,22,4,2,23,18,40,90,0.444,8,24,0.333,15,21,0.714,11,42,20,13,3,11,17
