"","G","Date","X","Opp","W.L","Tm","Opp.1","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp"
"13",13,"11/27/15","@","BOS","L",78,111,27,84,0.321,5,18,0.278,19,22,0.864,13,46,16,7,4,22,19,42,97,0.433,12,33,0.364,15,19,0.789,19,58,28,11,7,15,15
"14",14,"11/28/15","","TOR","L",82,84,27,82,0.329,7,23,0.304,21,27,0.778,10,42,20,11,3,14,16,31,72,0.431,11,24,0.458,11,14,0.786,6,48,17,8,7,22,21
"15",15,"12/1/15","@","CLE","W",97,85,39,83,0.47,7,28,0.25,12,16,0.75,2,39,23,7,5,12,23,28,83,0.337,9,30,0.3,20,23,0.87,10,47,15,8,3,18,18
"16",16,"12/2/15","","LAL","L",104,108,37,79,0.468,7,21,0.333,23,31,0.742,8,41,24,11,2,23,15,41,96,0.427,8,25,0.32,18,20,0.9,16,45,17,18,3,16,22
"17",17,"12/4/15","","PHO","W",109,106,40,82,0.488,10,26,0.385,19,25,0.76,15,41,19,9,2,21,21,43,84,0.512,10,23,0.435,10,16,0.625,12,35,21,8,4,20,23
"18",18,"12/6/15","","DAL","L",104,116,42,89,0.472,8,27,0.296,12,21,0.571,6,31,22,9,0,6,22,38,76,0.5,16,31,0.516,24,27,0.889,6,50,25,5,4,16,17
"19",19,"12/7/15","@","MIA","W",114,103,46,92,0.5,9,18,0.5,13,17,0.765,12,37,23,7,2,10,19,41,69,0.594,5,16,0.313,16,22,0.727,4,34,25,5,6,16,18
"20",20,"12/9/15","","HOU","L",103,109,39,89,0.438,5,25,0.2,20,24,0.833,11,47,20,8,3,18,25,40,83,0.482,12,33,0.364,17,25,0.68,6,42,23,8,4,19,23
"21",21,"12/11/15","@","NOP","L",105,107,40,80,0.5,12,27,0.444,13,21,0.619,6,33,27,10,1,10,17,39,79,0.494,16,27,0.593,13,18,0.722,7,41,21,9,0,16,18
"22",22,"12/12/15","@","DAL","W",114,111,44,85,0.518,14,29,0.483,12,15,0.8,4,39,33,6,6,13,22,38,89,0.427,14,33,0.424,21,24,0.875,11,46,23,5,3,12,12
"23",23,"12/14/15","@","MEM","L",95,112,37,86,0.43,9,24,0.375,12,20,0.6,10,36,22,9,3,14,13,44,78,0.564,10,15,0.667,14,15,0.933,6,39,26,8,5,17,18
"24",24,"12/16/15","@","SAS","L",95,114,35,84,0.417,3,15,0.2,22,25,0.88,10,38,22,6,4,12,18,44,83,0.53,8,22,0.364,18,23,0.783,8,43,29,10,9,11,21
"25",25,"12/19/15","","CHO","W",109,101,40,79,0.506,9,20,0.45,20,23,0.87,5,38,26,10,4,14,14,39,93,0.419,10,33,0.303,13,16,0.813,18,51,23,8,4,17,20
"26",26,"12/21/15","","SAC","W",113,99,42,83,0.506,14,24,0.583,15,17,0.882,4,38,31,9,5,11,19,37,91,0.407,7,22,0.318,18,22,0.818,13,46,24,8,3,15,16
"27",27,"12/23/15","","MEM","W",100,91,37,82,0.451,11,25,0.44,15,19,0.789,12,44,26,3,2,14,23,33,72,0.458,3,17,0.176,22,32,0.688,6,35,12,13,7,8,17
"28",28,"12/26/15","@","BRK","W",111,96,42,84,0.5,12,27,0.444,15,22,0.682,7,39,32,10,5,11,20,43,89,0.483,5,17,0.294,5,16,0.313,16,50,24,8,5,19,22
"29",29,"12/28/15","","LAC","L",91,108,34,87,0.391,7,24,0.292,16,24,0.667,13,45,19,10,3,16,18,41,78,0.526,7,23,0.304,19,25,0.76,3,37,23,11,4,16,18
"30",30,"12/30/15","@","TOR","L",91,94,35,87,0.402,8,22,0.364,13,17,0.765,8,44,24,8,4,10,27,28,82,0.341,6,24,0.25,32,39,0.821,15,55,14,5,6,16,16
"31",31,"1/1/16","","ORL","W",103,91,43,92,0.467,8,26,0.308,9,10,0.9,12,46,25,11,5,9,11,40,85,0.471,5,20,0.25,6,8,0.75,7,39,29,6,4,15,13
"32",32,"1/3/16","","MIA","L",75,97,31,91,0.341,4,30,0.133,9,13,0.692,11,45,19,5,2,10,12,39,86,0.453,9,23,0.391,10,12,0.833,9,54,27,8,11,12,15
"33",33,"1/6/16","","CLE","L",115,121,42,76,0.553,14,24,0.583,17,27,0.63,5,33,31,7,1,12,18,48,89,0.539,12,29,0.414,13,19,0.684,13,44,16,9,3,10,20
"34",34,"1/8/16","","TOR","L",88,97,33,84,0.393,8,25,0.32,14,15,0.933,7,35,18,9,9,19,22,34,75,0.453,5,14,0.357,24,26,0.923,6,47,11,7,13,22,18
"35",35,"1/9/16","@","ORL","W",105,99,42,76,0.553,13,23,0.565,8,10,0.8,4,27,29,10,3,15,24,38,74,0.514,5,14,0.357,18,24,0.75,11,37,22,9,2,15,12
"36",36,"1/11/16","@","CHI","W",114,100,48,99,0.485,9,24,0.375,9,10,0.9,13,43,31,10,7,9,23,34,81,0.42,9,22,0.409,23,27,0.852,10,44,18,5,6,16,16
"37",37,"1/13/16","","MIL","W",106,101,38,84,0.452,12,27,0.444,18,24,0.75,9,30,27,18,4,16,26,38,72,0.528,1,8,0.125,24,34,0.706,10,47,23,10,2,27,21
"38",38,"1/15/16","@","IND","W",118,104,51,98,0.52,11,25,0.44,5,10,0.5,17,54,26,8,2,15,29,38,80,0.475,3,17,0.176,25,32,0.781,6,35,19,9,3,13,12
"39",39,"1/16/16","","BOS","L",117,119,40,89,0.449,6,22,0.273,31,36,0.861,14,42,25,13,5,13,27,39,88,0.443,9,29,0.31,32,36,0.889,17,47,27,7,3,16,25
"40",40,"1/18/16","","POR","L",98,108,37,77,0.481,9,21,0.429,15,20,0.75,4,35,25,6,3,9,16,43,84,0.512,17,31,0.548,5,11,0.455,9,48,25,5,2,15,24
"41",41,"1/20/16","","MIA","W",106,87,45,86,0.523,5,16,0.313,11,13,0.846,11,34,27,11,3,10,19,33,68,0.485,7,15,0.467,14,18,0.778,7,31,23,3,4,20,16
"42",42,"1/25/16","","BOS","L",91,116,32,75,0.427,7,24,0.292,20,30,0.667,5,39,24,5,3,20,19,44,90,0.489,9,22,0.409,19,23,0.826,7,43,31,12,1,10,23
"43",43,"1/26/16","@","TOR","L",89,106,32,78,0.41,4,15,0.267,21,28,0.75,7,35,20,7,3,11,24,35,79,0.443,11,29,0.379,25,32,0.781,11,48,20,7,3,15,22
"44",44,"1/28/16","","DEN","L",113,117,39,88,0.443,11,28,0.393,24,30,0.8,12,41,21,13,7,14,28,41,81,0.506,9,18,0.5,26,33,0.788,7,39,25,9,5,15,25
"45",45,"1/30/16","@","HOU","W",123,122,45,86,0.523,11,32,0.344,22,30,0.733,7,45,30,6,5,12,25,41,86,0.477,17,35,0.486,23,33,0.697,10,37,24,8,3,10,23
"46",46,"2/1/16","@","OKC","L",98,114,40,86,0.465,7,26,0.269,11,15,0.733,2,27,20,8,3,13,18,43,83,0.518,7,22,0.318,21,27,0.778,14,53,25,9,5,18,16
"47",47,"2/3/16","","GSW","L",121,134,46,91,0.505,8,23,0.348,21,30,0.7,4,38,26,16,4,13,22,49,93,0.527,20,41,0.488,16,29,0.552,11,49,35,10,5,18,24
"48",48,"2/5/16","","PHI","W",106,94,44,84,0.524,6,22,0.273,12,20,0.6,9,46,26,7,4,13,15,37,87,0.425,9,26,0.346,11,14,0.786,6,38,23,7,8,15,18
"49",49,"2/6/16","@","CHO","L",104,108,38,86,0.442,9,25,0.36,19,24,0.792,8,44,22,9,5,11,21,38,81,0.469,12,27,0.444,20,25,0.8,7,43,23,7,5,15,21
"50",50,"2/9/16","@","NYK","W",111,108,39,78,0.5,16,26,0.615,17,25,0.68,2,32,26,8,4,10,18,44,83,0.53,8,26,0.308,12,14,0.857,7,46,22,6,5,15,20
"51",51,"2/11/16","@","MIL","L",92,99,34,88,0.386,6,32,0.188,18,24,0.75,9,38,25,8,6,14,24,36,82,0.439,4,14,0.286,23,32,0.719,15,58,24,10,4,18,19
"52",52,"2/18/16","","UTA","W",103,89,42,86,0.488,7,18,0.389,12,21,0.571,6,36,25,14,10,11,20,31,77,0.403,4,15,0.267,23,29,0.793,12,48,20,9,6,23,21
"53",53,"2/19/16","","DET","W",98,86,36,78,0.462,7,22,0.318,19,26,0.731,8,47,26,5,5,9,20,35,82,0.427,7,23,0.304,9,17,0.529,6,41,13,2,3,12,20
"54",54,"2/20/16","@","MIA","L",94,114,40,99,0.404,3,22,0.136,11,21,0.524,12,45,13,5,4,6,23,47,96,0.49,2,13,0.154,18,28,0.643,19,67,23,2,9,7,20
"55",55,"2/23/16","","NOP","W",109,89,43,94,0.457,12,26,0.462,11,17,0.647,7,55,29,9,4,14,24,29,83,0.349,6,23,0.261,25,33,0.758,8,48,17,8,4,16,17
"56",56,"2/24/16","@","CHI","L",104,109,38,90,0.422,9,28,0.321,19,26,0.731,9,42,19,11,4,11,22,44,88,0.5,8,23,0.348,13,16,0.813,7,50,26,6,2,15,22
"57",57,"2/26/16","@","PHI","W",103,94,40,94,0.426,7,23,0.304,16,17,0.941,17,55,24,7,8,11,19,35,82,0.427,8,25,0.32,16,21,0.762,7,41,21,10,5,11,19
"58",58,"2/28/16","","CLE","W",113,99,39,79,0.494,11,31,0.355,24,34,0.706,6,45,28,6,2,13,26,32,80,0.4,9,29,0.31,26,30,0.867,6,39,20,6,2,14,26
"59",59,"2/29/16","","PHI","W",116,108,43,89,0.483,6,20,0.3,24,31,0.774,14,53,25,6,6,15,17,43,89,0.483,10,32,0.313,12,21,0.571,6,32,27,8,4,11,27
"60",60,"3/2/16","@","MIN","W",104,98,42,84,0.5,11,29,0.379,9,13,0.692,5,36,25,8,3,17,22,32,75,0.427,5,14,0.357,29,34,0.853,9,45,17,8,2,19,20
"61",61,"3/4/16","@","CLE","L",83,108,32,81,0.395,3,20,0.15,16,24,0.667,10,47,14,2,5,16,19,42,90,0.467,12,27,0.444,12,16,0.75,8,47,24,9,5,9,19
"62",62,"3/5/16","","IND","L",99,100,39,89,0.438,6,15,0.4,15,24,0.625,14,46,25,7,4,16,21,37,83,0.446,7,21,0.333,19,20,0.95,10,42,14,8,4,12,28
"63",63,"3/8/16","@","POR","L",109,116,45,99,0.455,8,20,0.4,11,23,0.478,12,45,26,9,5,12,28,41,89,0.461,10,24,0.417,24,31,0.774,13,53,24,2,4,20,27
"64",64,"3/11/16","@","UTA","L",93,114,35,80,0.438,7,24,0.292,16,22,0.727,6,29,20,9,1,14,28,38,67,0.567,9,16,0.563,29,38,0.763,4,42,15,10,4,18,19
"65",65,"3/12/16","@","DEN","L",100,116,36,86,0.419,7,21,0.333,21,29,0.724,12,37,20,13,3,19,28,42,80,0.525,8,24,0.333,24,29,0.828,9,44,24,10,8,21,27
"66",66,"3/14/16","","DET","W",124,81,51,90,0.567,8,18,0.444,14,18,0.778,5,40,34,11,3,10,22,32,79,0.405,3,23,0.13,14,22,0.636,11,39,17,5,4,20,21
"67",67,"3/16/16","","CHI","W",117,96,43,88,0.489,13,21,0.619,18,24,0.75,9,47,25,12,6,15,19,35,87,0.402,6,20,0.3,20,23,0.87,9,40,20,10,3,18,20
"68",68,"3/17/16","@","PHI","W",99,94,40,90,0.444,6,27,0.222,13,19,0.684,12,60,25,8,1,22,17,35,91,0.385,6,33,0.182,18,26,0.692,8,40,17,16,3,11,20
"69",69,"3/19/16","","NYK","W",99,89,39,87,0.448,8,29,0.276,13,17,0.765,8,42,24,7,4,8,16,32,81,0.395,10,21,0.476,15,17,0.882,9,42,21,2,9,17,18
"70",70,"3/21/16","@","ATL","W",117,102,46,91,0.505,13,25,0.52,12,20,0.6,9,44,27,10,3,9,17,38,78,0.487,13,33,0.394,13,17,0.765,2,33,23,5,6,14,15
"71",71,"3/23/16","","ATL","L",101,122,39,92,0.424,12,30,0.4,11,12,0.917,10,43,25,7,2,18,22,45,84,0.536,17,42,0.405,15,22,0.682,7,41,32,10,5,16,17
"72",72,"3/25/16","","MIN","L",129,132,50,100,0.5,13,29,0.448,16,23,0.696,13,45,37,7,2,14,22,51,96,0.531,8,26,0.308,22,22,1,8,42,33,9,2,14,22
"73",73,"3/27/16","@","LAL","W",101,88,39,72,0.542,7,18,0.389,16,29,0.552,6,42,23,12,2,18,17,33,87,0.379,7,28,0.25,15,17,0.882,12,42,15,12,0,18,26
"74",74,"3/29/16","@","GSW","L",94,102,36,86,0.419,5,23,0.217,17,27,0.63,7,48,26,6,7,17,19,38,87,0.437,11,25,0.44,15,23,0.652,7,55,27,11,6,16,23
"75",75,"3/30/16","@","SAC","L",111,120,43,89,0.483,9,26,0.346,16,20,0.8,10,42,30,6,4,20,19,47,84,0.56,8,18,0.444,18,25,0.72,6,40,27,13,6,16,15
"76",76,"4/1/16","@","PHO","W",106,99,38,86,0.442,10,26,0.385,20,25,0.8,9,44,22,6,7,12,24,36,93,0.387,7,23,0.304,20,26,0.769,17,56,19,5,3,16,22
"77",77,"4/3/16","@","LAC","L",109,114,43,94,0.457,11,30,0.367,12,21,0.571,17,51,31,8,1,14,29,43,85,0.506,8,19,0.421,20,33,0.606,10,44,27,9,4,11,17
"78",78,"4/6/16","","BRK","W",121,103,48,95,0.505,8,28,0.286,17,20,0.85,16,53,36,7,10,11,19,39,92,0.424,7,17,0.412,18,24,0.75,11,38,26,7,4,10,21
"79",79,"4/8/16","@","DET","L",99,112,38,86,0.442,6,19,0.316,17,23,0.739,11,36,19,5,1,12,23,36,77,0.468,14,32,0.438,26,29,0.897,7,44,17,5,2,12,18
"80",80,"4/10/16","","CHO","W",113,98,42,80,0.525,9,21,0.429,20,28,0.714,4,48,27,8,5,12,23,28,81,0.346,12,33,0.364,30,35,0.857,9,46,21,7,2,15,25
"81",81,"4/11/16","@","BRK","W",120,111,46,89,0.517,9,25,0.36,19,24,0.792,9,47,27,8,1,14,18,44,98,0.449,10,31,0.323,13,21,0.619,13,43,24,9,9,10,16
"82",82,"4/13/16","","ATL","W",109,98,42,88,0.477,9,28,0.321,16,30,0.533,11,51,25,14,4,19,22,32,81,0.395,11,29,0.379,23,31,0.742,9,47,22,13,5,22,21
