"","Date","Start (ET)","Visitor/Neutral","PTS","Home/Neutral","PTS.1"
"1154","Sun, Apr 3, 2016","6:00 pm","Utah Jazz","101","Phoenix Suns","86"
"1155","Tue, Apr 5, 2016","8:00 pm","Phoenix Suns","90","Atlanta Hawks","103"
"1156","Tue, Apr 5, 2016","9:00 pm","Oklahoma City Thunder","124","Denver Nuggets","102"
"1157","Tue, Apr 5, 2016","10:30 pm","Minnesota Timberwolves","124","Golden State Warriors","117"
"1158","Tue, Apr 5, 2016","10:30 pm","Los Angeles Lakers","81","Los Angeles Clippers","103"
"1159","Tue, Apr 5, 2016","8:00 pm","Chicago Bulls","92","Memphis Grizzlies","108"
"1160","Tue, Apr 5, 2016","8:00 pm","Detroit Pistons","89","Miami Heat","107"
"1161","Tue, Apr 5, 2016","8:00 pm","Cleveland Cavaliers","109","Milwaukee Bucks","80"
"1162","Tue, Apr 5, 2016","7:00 pm","New Orleans Pelicans","93","Philadelphia 76ers","107"
"1163","Tue, Apr 5, 2016","10:00 pm","Portland Trail Blazers","115","Sacramento Kings","107"
"1164","Tue, Apr 5, 2016","7:30 pm","Charlotte Hornets","90","Toronto Raptors","96"
"1165","Tue, Apr 5, 2016","9:00 pm","San Antonio Spurs","88","Utah Jazz","86"
"1166","Wed, Apr 6, 2016","7:30 pm","New Orleans Pelicans","97","Boston Celtics","104"
"1167","Wed, Apr 6, 2016","9:30 pm","Houston Rockets","86","Dallas Mavericks","88"
"1168","Wed, Apr 6, 2016","7:00 pm","Cleveland Cavaliers","109","Indiana Pacers","123"
"1169","Wed, Apr 6, 2016","10:30 pm","Los Angeles Clippers","91","Los Angeles Lakers","81"
"1170","Wed, Apr 6, 2016","7:30 pm","Charlotte Hornets","111","New York Knicks","97"
"1171","Wed, Apr 6, 2016","7:00 pm","Detroit Pistons","108","Orlando Magic","104"
"1172","Wed, Apr 6, 2016","10:00 pm","Oklahoma City Thunder","115","Portland Trail Blazers","120"
"1173","Wed, Apr 6, 2016","7:00 pm","Brooklyn Nets","103","Washington Wizards","121"
"1174","Thu, Apr 7, 2016","8:00 pm","Toronto Raptors","87","Atlanta Hawks","95"
"1175","Thu, Apr 7, 2016","10:30 pm","San Antonio Spurs","101","Golden State Warriors","112"
"1176","Thu, Apr 7, 2016","8:00 pm","Phoenix Suns","124","Houston Rockets","115"
"1177","Thu, Apr 7, 2016","8:00 pm","Chicago Bulls","98","Miami Heat","106"
"1178","Thu, Apr 7, 2016","10:00 pm","Minnesota Timberwolves","105","Sacramento Kings","97"
"1179","Fri, Apr 8, 2016","7:30 pm","Milwaukee Bucks","109","Boston Celtics","124"
"1180","Fri, Apr 8, 2016","7:00 pm","Brooklyn Nets","99","Charlotte Hornets","113"
"1181","Fri, Apr 8, 2016","8:30 pm","Memphis Grizzlies","93","Dallas Mavericks","103"
"1182","Fri, Apr 8, 2016","9:00 pm","San Antonio Spurs","98","Denver Nuggets","102"
"1183","Fri, Apr 8, 2016","7:30 pm","Washington Wizards","99","Detroit Pistons","112"
"1184","Fri, Apr 8, 2016","8:00 pm","Los Angeles Lakers","102","New Orleans Pelicans","110"
"1185","Fri, Apr 8, 2016","7:00 pm","Miami Heat","109","Orlando Magic","112"
"1186","Fri, Apr 8, 2016","7:00 pm","New York Knicks","109","Philadelphia 76ers","102"
"1187","Fri, Apr 8, 2016","7:30 pm","Indiana Pacers","98","Toronto Raptors","111"
"1188","Fri, Apr 8, 2016","9:00 pm","Los Angeles Clippers","102","Utah Jazz","99"
"1189","Sat, Apr 9, 2016","7:30 pm","Boston Celtics","107","Atlanta Hawks","118"
"1190","Sat, Apr 9, 2016","8:30 pm","Cleveland Cavaliers","102","Chicago Bulls","105"
"1191","Sat, Apr 9, 2016","8:00 pm","Golden State Warriors","100","Memphis Grizzlies","99"
"1192","Sat, Apr 9, 2016","7:00 pm","Phoenix Suns","121","New Orleans Pelicans","100"
"1193","Sat, Apr 9, 2016","10:30 pm","Minnesota Timberwolves","106","Portland Trail Blazers","105"
"1194","Sat, Apr 9, 2016","10:30 pm","Oklahoma City Thunder","112","Sacramento Kings","114"
"1195","Sun, Apr 10, 2016","5:00 pm","Utah Jazz","100","Denver Nuggets","84"
"1196","Sun, Apr 10, 2016","3:30 pm","Los Angeles Lakers","110","Houston Rockets","130"
"1197","Sun, Apr 10, 2016","6:00 pm","Brooklyn Nets","105","Indiana Pacers","129"
"1198","Sun, Apr 10, 2016","3:30 pm","Dallas Mavericks","91","Los Angeles Clippers","98"
"1199","Sun, Apr 10, 2016","6:00 pm","Orlando Magic","96","Miami Heat","118"
"1200","Sun, Apr 10, 2016","7:30 pm","Toronto Raptors","93","New York Knicks","89"
"1201","Sun, Apr 10, 2016","5:00 pm","Milwaukee Bucks","109","Philadelphia 76ers","108"
"1202","Sun, Apr 10, 2016","7:00 pm","Golden State Warriors","92","San Antonio Spurs","86"
"1203","Sun, Apr 10, 2016","12:00 pm","Charlotte Hornets","98","Washington Wizards","113"
"1204","Mon, Apr 11, 2016","7:30 pm","Charlotte Hornets","114","Boston Celtics","100"
"1205","Mon, Apr 11, 2016","7:30 pm","Washington Wizards","120","Brooklyn Nets","111"
"1206","Mon, Apr 11, 2016","7:00 pm","Atlanta Hawks","94","Cleveland Cavaliers","109"
"1207","Mon, Apr 11, 2016","8:00 pm","Houston Rockets","129","Minnesota Timberwolves","105"
"1208","Mon, Apr 11, 2016","8:00 pm","Chicago Bulls","121","New Orleans Pelicans","116"
"1209","Mon, Apr 11, 2016","8:00 pm","Los Angeles Lakers","79","Oklahoma City Thunder","112"
"1210","Mon, Apr 11, 2016","7:00 pm","Milwaukee Bucks","98","Orlando Magic","107"
"1211","Mon, Apr 11, 2016","10:00 pm","Sacramento Kings","105","Phoenix Suns","101"
"1212","Mon, Apr 11, 2016","9:00 pm","Dallas Mavericks","101","Utah Jazz","92"
"1213","Tue, Apr 12, 2016","7:30 pm","Miami Heat","99","Detroit Pistons","93"
"1214","Tue, Apr 12, 2016","7:00 pm","New York Knicks","90","Indiana Pacers","102"
"1215","Tue, Apr 12, 2016","10:30 pm","Memphis Grizzlies","84","Los Angeles Clippers","110"
"1216","Tue, Apr 12, 2016","8:00 pm","Oklahoma City Thunder","98","San Antonio Spurs","102"
"1217","Tue, Apr 12, 2016","7:30 pm","Philadelphia 76ers","98","Toronto Raptors","122"
"1218","Wed, Apr 13, 2016","8:00 pm","Miami Heat","88","Boston Celtics","98"
"1219","Wed, Apr 13, 2016","8:00 pm","Toronto Raptors","103","Brooklyn Nets","96"
"1220","Wed, Apr 13, 2016","8:00 pm","Philadelphia 76ers","105","Chicago Bulls","115"
"1221","Wed, Apr 13, 2016","8:00 pm","Orlando Magic","103","Charlotte Hornets","117"
"1222","Wed, Apr 13, 2016","8:00 pm","Detroit Pistons","112","Cleveland Cavaliers","110"
"1223","Wed, Apr 13, 2016","8:00 pm","San Antonio Spurs","96","Dallas Mavericks","91"
"1224","Wed, Apr 13, 2016","10:30 pm","Memphis Grizzlies","104","Golden State Warriors","125"
"1225","Wed, Apr 13, 2016","8:00 pm","Sacramento Kings","81","Houston Rockets","116"
"1226","Wed, Apr 13, 2016","10:30 pm","Utah Jazz","96","Los Angeles Lakers","101"
"1227","Wed, Apr 13, 2016","8:00 pm","Indiana Pacers","97","Milwaukee Bucks","92"
"1228","Wed, Apr 13, 2016","8:00 pm","New Orleans Pelicans","109","Minnesota Timberwolves","144"
"1229","Wed, Apr 13, 2016","10:30 pm","Los Angeles Clippers","105","Phoenix Suns","114"
"1230","Wed, Apr 13, 2016","10:30 pm","Denver Nuggets","99","Portland Trail Blazers","107"
"1231","Wed, Apr 13, 2016","8:00 pm","Atlanta Hawks","98","Washington Wizards","109"
"1232","Playoffs","Playoffs","Playoffs","Playoffs","Playoffs","Playoffs"
"1233","Sat, Apr 16, 2016","7:00 pm","Boston Celtics","101","Atlanta Hawks","102"
"1234","Sat, Apr 16, 2016","3:30 pm","Houston Rockets","78","Golden State Warriors","104"
"1235","Sat, Apr 16, 2016","9:30 pm","Dallas Mavericks","70","Oklahoma City Thunder","108"
"1236","Sat, Apr 16, 2016","12:30 pm","Indiana Pacers","100","Toronto Raptors","90"
"1237","Sun, Apr 17, 2016","3:00 pm","Detroit Pistons","101","Cleveland Cavaliers","106"
"1238","Sun, Apr 17, 2016","10:30 pm","Portland Trail Blazers","95","Los Angeles Clippers","115"
"1239","Sun, Apr 17, 2016","5:30 pm","Charlotte Hornets","91","Miami Heat","123"
"1240","Sun, Apr 17, 2016","8:00 pm","Memphis Grizzlies","74","San Antonio Spurs","106"
"1241","Mon, Apr 18, 2016","10:30 pm","Houston Rockets","106","Golden State Warriors","115"
"1242","Mon, Apr 18, 2016","8:00 pm","Dallas Mavericks","85","Oklahoma City Thunder","84"
"1243","Mon, Apr 18, 2016","7:00 pm","Indiana Pacers","87","Toronto Raptors","98"
"1244","Tue, Apr 19, 2016","7:00 pm","Boston Celtics","72","Atlanta Hawks","89"
"1245","Tue, Apr 19, 2016","9:30 pm","Memphis Grizzlies","68","San Antonio Spurs","94"
"1246","Wed, Apr 20, 2016","8:00 pm","Detroit Pistons","90","Cleveland Cavaliers","107"
"1247","Wed, Apr 20, 2016","10:30 pm","Portland Trail Blazers","81","Los Angeles Clippers","102"
"1248","Wed, Apr 20, 2016","7:00 pm","Charlotte Hornets","103","Miami Heat","115"
"1249","Thu, Apr 21, 2016","7:00 pm","Oklahoma City Thunder","131","Dallas Mavericks","102"
"1250","Thu, Apr 21, 2016","9:30 pm","Golden State Warriors","96","Houston Rockets","97"
"1251","Thu, Apr 21, 2016","7:30 pm","Toronto Raptors","101","Indiana Pacers","85"
"1252","Fri, Apr 22, 2016","8:00 pm","Atlanta Hawks","103","Boston Celtics","111"
"1253","Fri, Apr 22, 2016","7:00 pm","Cleveland Cavaliers","101","Detroit Pistons","91"
"1254","Fri, Apr 22, 2016","9:30 pm","San Antonio Spurs","96","Memphis Grizzlies","87"
"1255","Sat, Apr 23, 2016","5:30 pm","Miami Heat","80","Charlotte Hornets","96"
"1256","Sat, Apr 23, 2016","8:00 pm","Oklahoma City Thunder","119","Dallas Mavericks","108"
"1257","Sat, Apr 23, 2016","3:00 pm","Toronto Raptors","83","Indiana Pacers","100"
"1258","Sat, Apr 23, 2016","10:30 pm","Los Angeles Clippers","88","Portland Trail Blazers","96"
"1259","Sun, Apr 24, 2016","6:00 pm","Atlanta Hawks","95","Boston Celtics","104"
"1260","Sun, Apr 24, 2016","8:30 pm","Cleveland Cavaliers","100","Detroit Pistons","98"
"1261","Sun, Apr 24, 2016","3:30 pm","Golden State Warriors","121","Houston Rockets","94"
"1262","Sun, Apr 24, 2016","1:00 pm","San Antonio Spurs","116","Memphis Grizzlies","95"
"1263","Mon, Apr 25, 2016","7:00 pm","Miami Heat","85","Charlotte Hornets","89"
"1264","Mon, Apr 25, 2016","8:00 pm","Dallas Mavericks","104","Oklahoma City Thunder","118"
"1265","Mon, Apr 25, 2016","10:30 pm","Los Angeles Clippers","84","Portland Trail Blazers","98"
"1266","Tue, Apr 26, 2016","8:30 pm","Boston Celtics","83","Atlanta Hawks","110"
"1267","Tue, Apr 26, 2016","6:00 pm","Indiana Pacers","99","Toronto Raptors","102"
"1268","Wed, Apr 27, 2016","10:30 pm","Houston Rockets","81","Golden State Warriors","114"
"1269","Wed, Apr 27, 2016","10:00 pm","Portland Trail Blazers","108","Los Angeles Clippers","98"
"1270","Wed, Apr 27, 2016","8:00 pm","Charlotte Hornets","90","Miami Heat","88"
"1271","Thu, Apr 28, 2016","8:00 pm","Atlanta Hawks","104","Boston Celtics","92"
"1272","Fri, Apr 29, 2016","8:00 pm","Miami Heat","97","Charlotte Hornets","90"
"1273","Fri, Apr 29, 2016","7:30 pm","Toronto Raptors","83","Indiana Pacers","101"
"1274","Fri, Apr 29, 2016","10:30 pm","Los Angeles Clippers","103","Portland Trail Blazers","106"
"1275","Sat, Apr 30, 2016","8:30 pm","Oklahoma City Thunder","92","San Antonio Spurs","124"
"1276","Sun, May 1, 2016","3:30 pm","Portland Trail Blazers","106","Golden State Warriors","118"
"1277","Sun, May 1, 2016","1:00 pm","Charlotte Hornets","73","Miami Heat","106"
"1278","Sun, May 1, 2016","8:00 pm","Indiana Pacers","84","Toronto Raptors","89"
"1279","Mon, May 2, 2016","7:00 pm","Atlanta Hawks","93","Cleveland Cavaliers","104"
"1280","Mon, May 2, 2016","9:30 pm","Oklahoma City Thunder","98","San Antonio Spurs","97"
"1281","Tue, May 3, 2016","10:30 pm","Portland Trail Blazers","99","Golden State Warriors","110"
"1282","Tue, May 3, 2016","8:00 pm","Miami Heat","102","Toronto Raptors","96"
"1283","Wed, May 4, 2016","8:00 pm","Atlanta Hawks","98","Cleveland Cavaliers","123"
"1284","Thu, May 5, 2016","8:00 pm","Miami Heat","92","Toronto Raptors","96"
"1285","Fri, May 6, 2016","7:00 pm","Cleveland Cavaliers","121","Atlanta Hawks","108"
"1286","Fri, May 6, 2016","9:30 pm","San Antonio Spurs","100","Oklahoma City Thunder","96"
"1287","Sat, May 7, 2016","5:00 pm","Toronto Raptors","95","Miami Heat","91"
"1288","Sat, May 7, 2016","8:30 pm","Golden State Warriors","108","Portland Trail Blazers","120"
"1289","Sun, May 8, 2016","3:30 pm","Cleveland Cavaliers","100","Atlanta Hawks","99"
"1290","Sun, May 8, 2016","8:00 pm","San Antonio Spurs","97","Oklahoma City Thunder","111"
"1291","Mon, May 9, 2016","8:00 pm","Toronto Raptors","87","Miami Heat","94"
"1292","Mon, May 9, 2016","10:30 pm","Golden State Warriors","132","Portland Trail Blazers","125"
"1293","Tue, May 10, 2016","8:00 pm","Oklahoma City Thunder","95","San Antonio Spurs","91"
"1294","Wed, May 11, 2016","10:30 pm","Portland Trail Blazers","121","Golden State Warriors","125"
"1295","Wed, May 11, 2016","8:00 pm","Miami Heat","91","Toronto Raptors","99"
"1296","Thu, May 12, 2016","8:30 pm","San Antonio Spurs","99","Oklahoma City Thunder","113"
"1297","Fri, May 13, 2016","8:00 pm","Toronto Raptors","91","Miami Heat","103"
"1298","Sun, May 15, 2016","3:30 pm","Miami Heat","89","Toronto Raptors","116"
"1299","Mon, May 16, 2016","9:00 pm","Oklahoma City Thunder","108","Golden State Warriors","102"
"1300","Tue, May 17, 2016","8:30 pm","Toronto Raptors","84","Cleveland Cavaliers","115"
"1301","Wed, May 18, 2016","9:00 pm","Oklahoma City Thunder","91","Golden State Warriors","118"
"1302","Thu, May 19, 2016","8:30 pm","Toronto Raptors","89","Cleveland Cavaliers","108"
"1303","Sat, May 21, 2016","8:30 pm","Cleveland Cavaliers","84","Toronto Raptors","99"
"1304","Sun, May 22, 2016","8:00 pm","Golden State Warriors","105","Oklahoma City Thunder","133"
"1305","Mon, May 23, 2016","8:30 pm","Cleveland Cavaliers","99","Toronto Raptors","105"
"1306","Tue, May 24, 2016","9:00 pm","Golden State Warriors","94","Oklahoma City Thunder","118"
"1307","Wed, May 25, 2016","8:30 pm","Toronto Raptors","78","Cleveland Cavaliers","116"
"1308","Thu, May 26, 2016","9:00 pm","Oklahoma City Thunder","111","Golden State Warriors","120"
"1309","Fri, May 27, 2016","8:30 pm","Cleveland Cavaliers","113","Toronto Raptors","87"
"1310","Sat, May 28, 2016","9:00 pm","Golden State Warriors","108","Oklahoma City Thunder","101"
"1311","Mon, May 30, 2016","9:00 pm","Oklahoma City Thunder","88","Golden State Warriors","96"
"1312","Thu, Jun 2, 2016","9:00 pm","Cleveland Cavaliers","89","Golden State Warriors","104"
"1313","Sun, Jun 5, 2016","8:00 pm","Cleveland Cavaliers","77","Golden State Warriors","110"
"1314","Wed, Jun 8, 2016","9:00 pm","Golden State Warriors","90","Cleveland Cavaliers","120"
"1315","Fri, Jun 10, 2016","9:00 pm","Golden State Warriors","108","Cleveland Cavaliers","97"
"1316","Mon, Jun 13, 2016","9:00 pm","Cleveland Cavaliers","112","Golden State Warriors","97"
"1317","Thu, Jun 16, 2016","9:00 pm","Golden State Warriors","101","Cleveland Cavaliers","115"
"1318","Sun, Jun 19, 2016","8:00 pm","Cleveland Cavaliers","93","Golden State Warriors","89"
