"","Date","Start (ET)","Visitor/Neutral","PTS","Home/Neutral","PTS.1"
"290","Sat, Dec 5, 2015","8:00 pm","Charlotte Hornets","102","Chicago Bulls","96"
"291","Sat, Dec 5, 2015","8:00 pm","Sacramento Kings","113","Houston Rockets","120"
"292","Sat, Dec 5, 2015","10:30 pm","Orlando Magic","101","Los Angeles Clippers","103"
"293","Sat, Dec 5, 2015","8:00 pm","Cleveland Cavaliers","84","Miami Heat","99"
"294","Sat, Dec 5, 2015","8:30 pm","New York Knicks","91","Milwaukee Bucks","106"
"295","Sat, Dec 5, 2015","8:00 pm","Portland Trail Blazers","109","Minnesota Timberwolves","103"
"296","Sat, Dec 5, 2015","1:00 pm","Denver Nuggets","108","Philadelphia 76ers","105"
"297","Sat, Dec 5, 2015","8:30 pm","Boston Celtics","105","San Antonio Spurs","108"
"298","Sat, Dec 5, 2015","5:00 pm","Golden State Warriors","112","Toronto Raptors","109"
"299","Sat, Dec 5, 2015","9:00 pm","Indiana Pacers","119","Utah Jazz","122"
"300","Sun, Dec 6, 2015","6:00 pm","Golden State Warriors","114","Brooklyn Nets","98"
"301","Sun, Dec 6, 2015","6:00 pm","Los Angeles Lakers","91","Detroit Pistons","111"
"302","Sun, Dec 6, 2015","3:30 pm","Phoenix Suns","93","Memphis Grizzlies","95"
"303","Sun, Dec 6, 2015","7:00 pm","Sacramento Kings","95","Oklahoma City Thunder","98"
"304","Sun, Dec 6, 2015","6:00 pm","Dallas Mavericks","116","Washington Wizards","104"
"305","Mon, Dec 7, 2015","8:00 pm","Phoenix Suns","103","Chicago Bulls","101"
"306","Mon, Dec 7, 2015","7:00 pm","Detroit Pistons","84","Charlotte Hornets","104"
"307","Mon, Dec 7, 2015","7:30 pm","Washington Wizards","114","Miami Heat","103"
"308","Mon, Dec 7, 2015","8:00 pm","Portland Trail Blazers","88","Milwaukee Bucks","90"
"309","Mon, Dec 7, 2015","8:00 pm","Los Angeles Clippers","110","Minnesota Timberwolves","106"
"310","Mon, Dec 7, 2015","8:00 pm","Boston Celtics","111","New Orleans Pelicans","93"
"311","Mon, Dec 7, 2015","7:30 pm","Dallas Mavericks","104","New York Knicks","97"
"312","Mon, Dec 7, 2015","7:00 pm","San Antonio Spurs","119","Philadelphia 76ers","68"
"313","Mon, Dec 7, 2015","7:30 pm","Los Angeles Lakers","93","Toronto Raptors","102"
"314","Tue, Dec 8, 2015","7:30 pm","Houston Rockets","105","Brooklyn Nets","110"
"315","Tue, Dec 8, 2015","7:00 pm","Portland Trail Blazers","100","Cleveland Cavaliers","105"
"316","Tue, Dec 8, 2015","9:00 pm","Orlando Magic","85","Denver Nuggets","74"
"317","Tue, Dec 8, 2015","7:00 pm","Golden State Warriors","131","Indiana Pacers","123"
"318","Tue, Dec 8, 2015","8:00 pm","Oklahoma City Thunder","125","Memphis Grizzlies","88"
"319","Tue, Dec 8, 2015","10:00 pm","Utah Jazz","106","Sacramento Kings","114"
"320","Wed, Dec 9, 2015","7:00 pm","Chicago Bulls","100","Boston Celtics","105"
"321","Wed, Dec 9, 2015","7:00 pm","Miami Heat","81","Charlotte Hornets","99"
"322","Wed, Dec 9, 2015","9:30 pm","Atlanta Hawks","98","Dallas Mavericks","95"
"323","Wed, Dec 9, 2015","7:30 pm","Memphis Grizzlies","93","Detroit Pistons","92"
"324","Wed, Dec 9, 2015","8:00 pm","Los Angeles Clippers","109","Milwaukee Bucks","95"
"325","Wed, Dec 9, 2015","8:00 pm","Los Angeles Lakers","122","Minnesota Timberwolves","123"
"326","Wed, Dec 9, 2015","9:00 pm","Orlando Magic","104","Phoenix Suns","107"
"327","Wed, Dec 9, 2015","7:30 pm","San Antonio Spurs","94","Toronto Raptors","97"
"328","Wed, Dec 9, 2015","9:00 pm","New York Knicks","85","Utah Jazz","106"
"329","Wed, Dec 9, 2015","7:00 pm","Houston Rockets","109","Washington Wizards","103"
"330","Thu, Dec 10, 2015","7:30 pm","Philadelphia 76ers","91","Brooklyn Nets","100"
"331","Thu, Dec 10, 2015","8:00 pm","Los Angeles Clippers","80","Chicago Bulls","83"
"332","Thu, Dec 10, 2015","8:00 pm","Atlanta Hawks","94","Oklahoma City Thunder","107"
"333","Thu, Dec 10, 2015","10:30 pm","New York Knicks","97","Sacramento Kings","99"
"334","Fri, Dec 11, 2015","7:30 pm","Golden State Warriors","124","Boston Celtics","119"
"335","Fri, Dec 11, 2015","9:00 pm","Minnesota Timberwolves","108","Denver Nuggets","111"
"336","Fri, Dec 11, 2015","7:00 pm","Miami Heat","83","Indiana Pacers","96"
"337","Fri, Dec 11, 2015","8:00 pm","Charlotte Hornets","123","Memphis Grizzlies","99"
"338","Fri, Dec 11, 2015","8:00 pm","Washington Wizards","105","New Orleans Pelicans","107"
"339","Fri, Dec 11, 2015","7:00 pm","Cleveland Cavaliers","111","Orlando Magic","76"
"340","Fri, Dec 11, 2015","7:00 pm","Detroit Pistons","107","Philadelphia 76ers","95"
"341","Fri, Dec 11, 2015","9:30 pm","Portland Trail Blazers","106","Phoenix Suns","96"
"342","Fri, Dec 11, 2015","9:30 pm","Los Angeles Lakers","87","San Antonio Spurs","109"
"343","Fri, Dec 11, 2015","7:30 pm","Milwaukee Bucks","83","Toronto Raptors","90"
"344","Fri, Dec 11, 2015","9:00 pm","Oklahoma City Thunder","94","Utah Jazz","90"
"345","Sat, Dec 12, 2015","8:00 pm","San Antonio Spurs","103","Atlanta Hawks","78"
"346","Sat, Dec 12, 2015","5:00 pm","Los Angeles Clippers","105","Brooklyn Nets","100"
"347","Sat, Dec 12, 2015","8:00 pm","New Orleans Pelicans","94","Chicago Bulls","98"
"348","Sat, Dec 12, 2015","7:00 pm","Boston Celtics","98","Charlotte Hornets","93"
"349","Sat, Dec 12, 2015","8:30 pm","Washington Wizards","114","Dallas Mavericks","111"
"350","Sat, Dec 12, 2015","7:30 pm","Indiana Pacers","96","Detroit Pistons","118"
"351","Sat, Dec 12, 2015","8:00 pm","Los Angeles Lakers","97","Houston Rockets","126"
"352","Sat, Dec 12, 2015","8:30 pm","Golden State Warriors","95","Milwaukee Bucks","108"
"353","Sat, Dec 12, 2015","10:00 pm","New York Knicks","112","Portland Trail Blazers","110"
"354","Sun, Dec 13, 2015","6:00 pm","Memphis Grizzlies","97","Miami Heat","100"
"355","Sun, Dec 13, 2015","7:00 pm","Utah Jazz","98","Oklahoma City Thunder","104"
"356","Sun, Dec 13, 2015","3:30 pm","Minnesota Timberwolves","101","Phoenix Suns","108"
"357","Sun, Dec 13, 2015","6:00 pm","Philadelphia 76ers","76","Toronto Raptors","96"
"358","Mon, Dec 14, 2015","8:00 pm","Miami Heat","100","Atlanta Hawks","88"
"359","Mon, Dec 14, 2015","7:30 pm","Orlando Magic","105","Brooklyn Nets","82"
"360","Mon, Dec 14, 2015","8:00 pm","Philadelphia 76ers","96","Chicago Bulls","115"
"361","Mon, Dec 14, 2015","8:30 pm","Phoenix Suns","94","Dallas Mavericks","104"
"362","Mon, Dec 14, 2015","9:00 pm","Houston Rockets","108","Denver Nuggets","114"
"363","Mon, Dec 14, 2015","7:30 pm","Los Angeles Clippers","105","Detroit Pistons","103"
"364","Mon, Dec 14, 2015","7:00 pm","Toronto Raptors","90","Indiana Pacers","106"
"365","Mon, Dec 14, 2015","8:00 pm","Washington Wizards","95","Memphis Grizzlies","112"
"366","Mon, Dec 14, 2015","10:00 pm","New Orleans Pelicans","101","Portland Trail Blazers","105"
"367","Mon, Dec 14, 2015","8:30 pm","Utah Jazz","81","San Antonio Spurs","118"
"368","Tue, Dec 15, 2015","7:30 pm","Cleveland Cavaliers","89","Boston Celtics","77"
"369","Tue, Dec 15, 2015","10:30 pm","Milwaukee Bucks","95","Los Angeles Lakers","113"
"370","Tue, Dec 15, 2015","8:00 pm","Denver Nuggets","112","Minnesota Timberwolves","100"
"371","Tue, Dec 15, 2015","10:00 pm","Houston Rockets","97","Sacramento Kings","107"
"372","Wed, Dec 16, 2015","8:00 pm","Philadelphia 76ers","106","Atlanta Hawks","127"
"373","Wed, Dec 16, 2015","7:30 pm","Miami Heat","104","Brooklyn Nets","98"
"374","Wed, Dec 16, 2015","8:00 pm","Memphis Grizzlies","85","Chicago Bulls","98"
"375","Wed, Dec 16, 2015","7:30 pm","Boston Celtics","116","Detroit Pistons","119"
"376","Wed, Dec 16, 2015","10:30 pm","Phoenix Suns","103","Golden State Warriors","128"
"377","Wed, Dec 16, 2015","7:00 pm","Dallas Mavericks","81","Indiana Pacers","107"
"378","Wed, Dec 16, 2015","10:30 pm","Milwaukee Bucks","90","Los Angeles Clippers","103"
"379","Wed, Dec 16, 2015","7:30 pm","Minnesota Timberwolves","102","New York Knicks","107"
"380","Wed, Dec 16, 2015","8:00 pm","Portland Trail Blazers","90","Oklahoma City Thunder","106"
"381","Wed, Dec 16, 2015","7:00 pm","Charlotte Hornets","98","Orlando Magic","113"
"382","Wed, Dec 16, 2015","8:30 pm","Washington Wizards","95","San Antonio Spurs","114"
"383","Wed, Dec 16, 2015","9:00 pm","New Orleans Pelicans","104","Utah Jazz","94"
"384","Thu, Dec 17, 2015","7:00 pm","Toronto Raptors","99","Charlotte Hornets","109"
"385","Thu, Dec 17, 2015","8:00 pm","Oklahoma City Thunder","100","Cleveland Cavaliers","104"
"386","Thu, Dec 17, 2015","10:30 pm","Houston Rockets","107","Los Angeles Lakers","87"
"387","Fri, Dec 18, 2015","7:30 pm","Atlanta Hawks","109","Boston Celtics","101"
"388","Fri, Dec 18, 2015","8:00 pm","Detroit Pistons","147","Chicago Bulls","144"
"389","Fri, Dec 18, 2015","8:30 pm","Memphis Grizzlies","88","Dallas Mavericks","97"
"390","Fri, Dec 18, 2015","10:30 pm","Milwaukee Bucks","112","Golden State Warriors","121"
"391","Fri, Dec 18, 2015","7:00 pm","Brooklyn Nets","97","Indiana Pacers","104"
"392","Fri, Dec 18, 2015","8:00 pm","Toronto Raptors","108","Miami Heat","94"
"393","Fri, Dec 18, 2015","8:00 pm","Sacramento Kings","95","Minnesota Timberwolves","99"
"394","Fri, Dec 18, 2015","7:00 pm","Portland Trail Blazers","94","Orlando Magic","102"
"395","Fri, Dec 18, 2015","7:00 pm","New York Knicks","107","Philadelphia 76ers","97"
"396","Fri, Dec 18, 2015","10:30 pm","New Orleans Pelicans","88","Phoenix Suns","104"
"397","Fri, Dec 18, 2015","8:00 pm","Los Angeles Clippers","107","San Antonio Spurs","115"
"398","Fri, Dec 18, 2015","9:00 pm","Denver Nuggets","88","Utah Jazz","97"
"399","Sat, Dec 19, 2015","8:00 pm","Los Angeles Clippers","97","Houston Rockets","107"
"400","Sat, Dec 19, 2015","8:00 pm","Indiana Pacers","84","Memphis Grizzlies","96"
"401","Sat, Dec 19, 2015","7:30 pm","Chicago Bulls","91","New York Knicks","107"
"402","Sat, Dec 19, 2015","5:00 pm","Los Angeles Lakers","78","Oklahoma City Thunder","118"
"403","Sat, Dec 19, 2015","7:00 pm","Charlotte Hornets","101","Washington Wizards","109"
"404","Sun, Dec 20, 2015","1:00 pm","Minnesota Timberwolves","100","Brooklyn Nets","85"
"405","Sun, Dec 20, 2015","3:30 pm","Philadelphia 76ers","86","Cleveland Cavaliers","108"
"406","Sun, Dec 20, 2015","8:00 pm","New Orleans Pelicans","130","Denver Nuggets","125"
"407","Sun, Dec 20, 2015","1:00 pm","Portland Trail Blazers","109","Miami Heat","116"
"408","Sun, Dec 20, 2015","6:00 pm","Atlanta Hawks","103","Orlando Magic","100"
"409","Sun, Dec 20, 2015","5:00 pm","Milwaukee Bucks","101","Phoenix Suns","95"
"410","Sun, Dec 20, 2015","6:00 pm","Sacramento Kings","104","Toronto Raptors","94"
"411","Mon, Dec 21, 2015","8:00 pm","Portland Trail Blazers","97","Atlanta Hawks","106"
"412","Mon, Dec 21, 2015","7:30 pm","Minnesota Timberwolves","99","Boston Celtics","113"
"413","Mon, Dec 21, 2015","8:00 pm","Brooklyn Nets","105","Chicago Bulls","102"
"414","Mon, Dec 21, 2015","8:00 pm","Charlotte Hornets","95","Houston Rockets","102"
"415","Mon, Dec 21, 2015","10:30 pm","Oklahoma City Thunder","100","Los Angeles Clippers","99"
"416","Mon, Dec 21, 2015","7:30 pm","Orlando Magic","107","New York Knicks","99"
"417","Mon, Dec 21, 2015","8:30 pm","Indiana Pacers","92","San Antonio Spurs","106"
"418","Mon, Dec 21, 2015","9:00 pm","Phoenix Suns","89","Utah Jazz","110"
"419","Mon, Dec 21, 2015","7:00 pm","Sacramento Kings","99","Washington Wizards","113"
"420","Tue, Dec 22, 2015","9:00 pm","Los Angeles Lakers","111","Denver Nuggets","107"
"421","Tue, Dec 22, 2015","7:30 pm","Detroit Pistons","93","Miami Heat","92"
"422","Tue, Dec 22, 2015","7:00 pm","Memphis Grizzlies","104","Philadelphia 76ers","90"
"423","Tue, Dec 22, 2015","7:30 pm","Dallas Mavericks","99","Toronto Raptors","103"
"424","Wed, Dec 23, 2015","8:00 pm","Detroit Pistons","100","Atlanta Hawks","107"
"425","Wed, Dec 23, 2015","7:30 pm","Dallas Mavericks","119","Brooklyn Nets","118"
"426","Wed, Dec 23, 2015","7:00 pm","Boston Celtics","102","Charlotte Hornets","89"
"427","Wed, Dec 23, 2015","7:00 pm","New York Knicks","84","Cleveland Cavaliers","91"
"428","Wed, Dec 23, 2015","10:30 pm","Utah Jazz","85","Golden State Warriors","103"
"429","Wed, Dec 23, 2015","7:00 pm","Sacramento Kings","108","Indiana Pacers","106"
"430","Wed, Dec 23, 2015","10:30 pm","Oklahoma City Thunder","120","Los Angeles Lakers","85"
"431","Wed, Dec 23, 2015","8:00 pm","Philadelphia 76ers","100","Milwaukee Bucks","113"
"432","Wed, Dec 23, 2015","8:00 pm","San Antonio Spurs","108","Minnesota Timberwolves","83"
"433","Wed, Dec 23, 2015","8:00 pm","Portland Trail Blazers","89","New Orleans Pelicans","115"
"434","Wed, Dec 23, 2015","7:00 pm","Houston Rockets","101","Orlando Magic","104"
"435","Wed, Dec 23, 2015","9:00 pm","Denver Nuggets","104","Phoenix Suns","96"
"436","Wed, Dec 23, 2015","7:00 pm","Memphis Grizzlies","91","Washington Wizards","100"
"437","Fri, Dec 25, 2015","5:00 pm","Cleveland Cavaliers","83","Golden State Warriors","89"
"438","Fri, Dec 25, 2015","8:00 pm","San Antonio Spurs","84","Houston Rockets","88"
"439","Fri, Dec 25, 2015","10:30 pm","Los Angeles Clippers","94","Los Angeles Lakers","84"
"440","Fri, Dec 25, 2015","12:00 pm","New Orleans Pelicans","88","Miami Heat","94"
"441","Fri, Dec 25, 2015","2:30 pm","Chicago Bulls","105","Oklahoma City Thunder","96"
"442","Sat, Dec 26, 2015","7:30 pm","New York Knicks","98","Atlanta Hawks","117"
"443","Sat, Dec 26, 2015","4:00 pm","Washington Wizards","111","Brooklyn Nets","96"
"444","Sat, Dec 26, 2015","7:00 pm","Memphis Grizzlies","92","Charlotte Hornets","98"
"445","Sat, Dec 26, 2015","8:30 pm","Chicago Bulls","111","Dallas Mavericks","118"
"446","Sat, Dec 26, 2015","7:30 pm","Boston Celtics","99","Detroit Pistons","93"
"447","Sat, Dec 26, 2015","5:00 pm","Toronto Raptors","111","Milwaukee Bucks","90"
"448","Sat, Dec 26, 2015","8:00 pm","Indiana Pacers","102","Minnesota Timberwolves","88"
"449","Sat, Dec 26, 2015","7:00 pm","Houston Rockets","108","New Orleans Pelicans","110"
"450","Sat, Dec 26, 2015","7:00 pm","Miami Heat","108","Orlando Magic","101"
"451","Sat, Dec 26, 2015","9:00 pm","Philadelphia 76ers","111","Phoenix Suns","104"
"452","Sat, Dec 26, 2015","10:00 pm","Cleveland Cavaliers","76","Portland Trail Blazers","105"
"453","Sat, Dec 26, 2015","8:30 pm","Denver Nuggets","86","San Antonio Spurs","101"
"454","Sat, Dec 26, 2015","9:00 pm","Los Angeles Clippers","109","Utah Jazz","104"
"455","Sun, Dec 27, 2015","7:00 pm","New York Knicks","91","Boston Celtics","100"
"456","Sun, Dec 27, 2015","6:00 pm","Los Angeles Lakers","96","Memphis Grizzlies","112"
"457","Sun, Dec 27, 2015","7:00 pm","Denver Nuggets","112","Oklahoma City Thunder","122"
"458","Sun, Dec 27, 2015","9:00 pm","Portland Trail Blazers","98","Sacramento Kings","94"
"459","Mon, Dec 28, 2015","8:00 pm","Toronto Raptors","97","Chicago Bulls","104"
"460","Mon, Dec 28, 2015","7:00 pm","Los Angeles Lakers","98","Charlotte Hornets","108"
"461","Mon, Dec 28, 2015","8:30 pm","Milwaukee Bucks","93","Dallas Mavericks","103"
"462","Mon, Dec 28, 2015","10:30 pm","Sacramento Kings","103","Golden State Warriors","122"
"463","Mon, Dec 28, 2015","7:00 pm","Atlanta Hawks","87","Indiana Pacers","93"
"464","Mon, Dec 28, 2015","7:30 pm","Brooklyn Nets","111","Miami Heat","105"
"465","Mon, Dec 28, 2015","7:00 pm","New Orleans Pelicans","89","Orlando Magic","104"
"466","Mon, Dec 28, 2015","9:00 pm","Cleveland Cavaliers","101","Phoenix Suns","97"
"467","Mon, Dec 28, 2015","8:30 pm","Minnesota Timberwolves","95","San Antonio Spurs","101"
"468","Mon, Dec 28, 2015","9:00 pm","Philadelphia 76ers","91","Utah Jazz","95"
"469","Mon, Dec 28, 2015","7:00 pm","Los Angeles Clippers","108","Washington Wizards","91"
"470","Tue, Dec 29, 2015","9:00 pm","Cleveland Cavaliers","93","Denver Nuggets","87"
"471","Tue, Dec 29, 2015","8:00 pm","Atlanta Hawks","121","Houston Rockets","115"
"472","Tue, Dec 29, 2015","8:00 pm","Miami Heat","90","Memphis Grizzlies","99"
"473","Tue, Dec 29, 2015","7:30 pm","Detroit Pistons","96","New York Knicks","108"
"474","Tue, Dec 29, 2015","8:00 pm","Milwaukee Bucks","123","Oklahoma City Thunder","131"
"475","Wed, Dec 30, 2015","7:30 pm","Los Angeles Lakers","112","Boston Celtics","104"
"476","Wed, Dec 30, 2015","8:00 pm","Indiana Pacers","100","Chicago Bulls","102"
"477","Wed, Dec 30, 2015","7:00 pm","Los Angeles Clippers","122","Charlotte Hornets","117"
"478","Wed, Dec 30, 2015","8:30 pm","Golden State Warriors","91","Dallas Mavericks","114"
"479","Wed, Dec 30, 2015","8:00 pm","Utah Jazz","80","Minnesota Timberwolves","94"
"480","Wed, Dec 30, 2015","7:00 pm","Brooklyn Nets","93","Orlando Magic","100"
"481","Wed, Dec 30, 2015","10:00 pm","Denver Nuggets","103","Portland Trail Blazers","110"
"482","Wed, Dec 30, 2015","10:00 pm","Philadelphia 76ers","110","Sacramento Kings","105"
"483","Wed, Dec 30, 2015","8:30 pm","Phoenix Suns","79","San Antonio Spurs","112"
"484","Wed, Dec 30, 2015","7:30 pm","Washington Wizards","91","Toronto Raptors","94"
"485","Thu, Dec 31, 2015","6:00 pm","Minnesota Timberwolves","90","Detroit Pistons","115"
"486","Thu, Dec 31, 2015","7:00 pm","Golden State Warriors","114","Houston Rockets","110"
"487","Thu, Dec 31, 2015","6:00 pm","Milwaukee Bucks","120","Indiana Pacers","116"
"488","Thu, Dec 31, 2015","8:00 pm","Los Angeles Clippers","95","New Orleans Pelicans","89"
"489","Thu, Dec 31, 2015","8:00 pm","Phoenix Suns","106","Oklahoma City Thunder","110"
"490","Thu, Dec 31, 2015","9:00 pm","Portland Trail Blazers","96","Utah Jazz","109"
"491","Fri, Jan 1, 2016","8:00 pm","New York Knicks","81","Chicago Bulls","108"
"492","Fri, Jan 1, 2016","10:30 pm","Philadelphia 76ers","84","Los Angeles Lakers","93"
"493","Fri, Jan 1, 2016","7:30 pm","Dallas Mavericks","82","Miami Heat","106"
"494","Fri, Jan 1, 2016","7:30 pm","Charlotte Hornets","94","Toronto Raptors","104"
"495","Fri, Jan 1, 2016","7:00 pm","Orlando Magic","91","Washington Wizards","103"
"496","Sat, Jan 2, 2016","3:00 pm","Brooklyn Nets","100","Boston Celtics","97"
"497","Sat, Jan 2, 2016","7:00 pm","Oklahoma City Thunder","109","Charlotte Hornets","90"
"498","Sat, Jan 2, 2016","7:30 pm","Orlando Magic","79","Cleveland Cavaliers","104"
"499","Sat, Jan 2, 2016","8:30 pm","New Orleans Pelicans","105","Dallas Mavericks","98"
"500","Sat, Jan 2, 2016","10:30 pm","Denver Nuggets","108","Golden State Warriors","111"
"501","Sat, Jan 2, 2016","7:00 pm","Detroit Pistons","82","Indiana Pacers","94"
"502","Sat, Jan 2, 2016","10:30 pm","Philadelphia 76ers","99","Los Angeles Clippers","130"
"503","Sat, Jan 2, 2016","8:00 pm","Milwaukee Bucks","95","Minnesota Timberwolves","85"
"504","Sat, Jan 2, 2016","5:00 pm","Phoenix Suns","119","Sacramento Kings","142"
"505","Sat, Jan 2, 2016","8:30 pm","Houston Rockets","103","San Antonio Spurs","121"
"506","Sat, Jan 2, 2016","9:00 pm","Memphis Grizzlies","87","Utah Jazz","92"
"507","Sun, Jan 3, 2016","9:00 pm","Portland Trail Blazers","112","Denver Nuggets","106"
"508","Sun, Jan 3, 2016","9:30 pm","Phoenix Suns","77","Los Angeles Lakers","97"
"509","Sun, Jan 3, 2016","3:30 pm","Atlanta Hawks","97","New York Knicks","111"
"510","Sun, Jan 3, 2016","3:30 pm","Chicago Bulls","115","Toronto Raptors","113"
"511","Sun, Jan 3, 2016","6:00 pm","Miami Heat","97","Washington Wizards","75"
"512","Mon, Jan 4, 2016","7:30 pm","Boston Celtics","103","Brooklyn Nets","94"
"513","Mon, Jan 4, 2016","7:00 pm","Toronto Raptors","100","Cleveland Cavaliers","122"
"514","Mon, Jan 4, 2016","7:30 pm","Orlando Magic","89","Detroit Pistons","115"
"515","Mon, Jan 4, 2016","10:30 pm","Charlotte Hornets","101","Golden State Warriors","111"
"516","Mon, Jan 4, 2016","7:30 pm","Indiana Pacers","100","Miami Heat","103"
"517","Mon, Jan 4, 2016","8:00 pm","San Antonio Spurs","123","Milwaukee Bucks","98"
"518","Mon, Jan 4, 2016","8:00 pm","Sacramento Kings","116","Oklahoma City Thunder","104"
"519","Mon, Jan 4, 2016","7:00 pm","Minnesota Timberwolves","99","Philadelphia 76ers","109"
"520","Mon, Jan 4, 2016","10:00 pm","Memphis Grizzlies","91","Portland Trail Blazers","78"
"521","Mon, Jan 4, 2016","9:00 pm","Houston Rockets","93","Utah Jazz","91"
"522","Tue, Jan 5, 2016","8:00 pm","New York Knicks","107","Atlanta Hawks","101"
"523","Tue, Jan 5, 2016","8:00 pm","Milwaukee Bucks","106","Chicago Bulls","117"
"524","Tue, Jan 5, 2016","8:30 pm","Sacramento Kings","116","Dallas Mavericks","117"
"525","Tue, Jan 5, 2016","10:30 pm","Golden State Warriors","109","Los Angeles Lakers","88"
"526","Wed, Jan 6, 2016","7:30 pm","Detroit Pistons","99","Boston Celtics","94"
"527","Wed, Jan 6, 2016","7:30 pm","Toronto Raptors","91","Brooklyn Nets","74"
"528","Wed, Jan 6, 2016","7:00 pm","New York Knicks","98","Miami Heat","90"
"529","Wed, Jan 6, 2016","8:00 pm","Denver Nuggets","78","Minnesota Timberwolves","74"
"530","Wed, Jan 6, 2016","8:00 pm","Dallas Mavericks","100","New Orleans Pelicans","91"
"531","Wed, Jan 6, 2016","9:30 pm","Memphis Grizzlies","94","Oklahoma City Thunder","112"
"532","Wed, Jan 6, 2016","7:00 pm","Indiana Pacers","95","Orlando Magic","86"
"533","Wed, Jan 6, 2016","9:00 pm","Charlotte Hornets","102","Phoenix Suns","111"
"534","Wed, Jan 6, 2016","10:00 pm","Los Angeles Clippers","109","Portland Trail Blazers","98"
"535","Wed, Jan 6, 2016","8:30 pm","Utah Jazz","98","San Antonio Spurs","123"
"536","Wed, Jan 6, 2016","7:00 pm","Cleveland Cavaliers","121","Washington Wizards","115"
"537","Thu, Jan 7, 2016","8:00 pm","Boston Celtics","92","Chicago Bulls","101"
"538","Thu, Jan 7, 2016","8:00 pm","Utah Jazz","94","Houston Rockets","103"
"539","Thu, Jan 7, 2016","7:00 pm","Atlanta Hawks","126","Philadelphia 76ers","98"
"540","Thu, Jan 7, 2016","10:30 pm","Los Angeles Lakers","115","Sacramento Kings","118"
"541","Fri, Jan 8, 2016","7:30 pm","Orlando Magic","83","Brooklyn Nets","77"
"542","Fri, Jan 8, 2016","10:30 pm","Oklahoma City Thunder","117","Los Angeles Lakers","113"
"543","Fri, Jan 8, 2016","8:00 pm","Denver Nuggets","84","Memphis Grizzlies","91"
"544","Fri, Jan 8, 2016","8:00 pm","Dallas Mavericks","95","Milwaukee Bucks","96"
"545","Fri, Jan 8, 2016","8:00 pm","Cleveland Cavaliers","125","Minnesota Timberwolves","99"
"546","Fri, Jan 8, 2016","8:00 pm","Indiana Pacers","91","New Orleans Pelicans","86"
"547","Fri, Jan 8, 2016","9:30 pm","Miami Heat","103","Phoenix Suns","95"
"548","Fri, Jan 8, 2016","10:00 pm","Golden State Warriors","128","Portland Trail Blazers","108"
"549","Fri, Jan 8, 2016","8:30 pm","New York Knicks","99","San Antonio Spurs","100"
"550","Fri, Jan 8, 2016","7:00 pm","Toronto Raptors","97","Washington Wizards","88"
"551","Sat, Jan 9, 2016","5:00 pm","Chicago Bulls","105","Atlanta Hawks","120"
"552","Sat, Jan 9, 2016","7:30 pm","Brooklyn Nets","89","Detroit Pistons","103"
"553","Sat, Jan 9, 2016","3:30 pm","Charlotte Hornets","83","Los Angeles Clippers","97"
"554","Sat, Jan 9, 2016","7:00 pm","Washington Wizards","105","Orlando Magic","99"
"555","Sat, Jan 9, 2016","7:30 pm","Toronto Raptors","108","Philadelphia 76ers","95"
"556","Sat, Jan 9, 2016","10:00 pm","Golden State Warriors","128","Sacramento Kings","116"
"557","Sat, Jan 9, 2016","9:00 pm","Miami Heat","83","Utah Jazz","98"
"558","Sun, Jan 10, 2016","8:00 pm","Charlotte Hornets","92","Denver Nuggets","95"
"559","Sun, Jan 10, 2016","7:00 pm","Indiana Pacers","103","Houston Rockets","107"
"560","Sun, Jan 10, 2016","3:30 pm","New Orleans Pelicans","111","Los Angeles Clippers","114"
"561","Sun, Jan 10, 2016","9:30 pm","Utah Jazz","86","Los Angeles Lakers","74"
"562","Sun, Jan 10, 2016","6:00 pm","Boston Celtics","98","Memphis Grizzlies","101"
"563","Sun, Jan 10, 2016","5:00 pm","Dallas Mavericks","93","Minnesota Timberwolves","87"
"564","Sun, Jan 10, 2016","7:30 pm","Milwaukee Bucks","88","New York Knicks","100"
"565","Sun, Jan 10, 2016","6:00 pm","Cleveland Cavaliers","95","Philadelphia 76ers","85"
"566","Sun, Jan 10, 2016","9:00 pm","Oklahoma City Thunder","110","Portland Trail Blazers","115"
"567","Mon, Jan 11, 2016","7:30 pm","San Antonio Spurs","106","Brooklyn Nets","79"
"568","Mon, Jan 11, 2016","8:00 pm","Washington Wizards","114","Chicago Bulls","100"
"569","Mon, Jan 11, 2016","10:30 pm","Miami Heat","103","Golden State Warriors","111"
"570","Tue, Jan 12, 2016","8:30 pm","Cleveland Cavaliers","110","Dallas Mavericks","107"
"571","Tue, Jan 12, 2016","7:30 pm","San Antonio Spurs","109","Detroit Pistons","99"
"572","Tue, Jan 12, 2016","7:00 pm","Phoenix Suns","97","Indiana Pacers","116"
"573","Tue, Jan 12, 2016","10:30 pm","New Orleans Pelicans","91","Los Angeles Lakers","95"
"574","Tue, Jan 12, 2016","8:00 pm","Houston Rockets","107","Memphis Grizzlies","91"
"575","Tue, Jan 12, 2016","8:00 pm","Chicago Bulls","101","Milwaukee Bucks","106"
"576","Tue, Jan 12, 2016","8:00 pm","Oklahoma City Thunder","101","Minnesota Timberwolves","96"
"577","Tue, Jan 12, 2016","7:30 pm","Boston Celtics","114","New York Knicks","120"
"578","Wed, Jan 13, 2016","8:00 pm","Indiana Pacers","94","Boston Celtics","103"
