Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
48,48,1/29/17,,ORL,L,113,114,36,79,0.456,12,28,0.429,29,36,0.806,9,40,19,8,3,11,20,,42,79,0.532,10,23,0.435,20,26,0.769,6,36,25,6,6,12,28
49,49,1/31/17,,NOP,W,108,106,43,94,0.457,10,31,0.323,12,15,0.8,13,53,19,5,6,14,19,,40,94,0.426,12,30,0.4,14,19,0.737,13,47,17,11,7,11,16
50,50,2/1/17,@,BOS,L,104,109,41,78,0.526,8,31,0.258,14,25,0.56,8,41,17,6,5,15,29,,36,87,0.414,12,36,0.333,25,30,0.833,12,39,24,6,2,9,21
51,51,2/3/17,@,ORL,L,94,102,34,87,0.391,10,28,0.357,16,21,0.762,13,44,15,5,5,11,21,,37,80,0.463,5,14,0.357,23,32,0.719,11,46,22,4,7,11,16
52,52,2/5/17,@,BRK,W,103,95,40,87,0.46,5,19,0.263,18,20,0.9,8,45,21,8,4,11,18,,32,76,0.421,13,34,0.382,18,21,0.857,7,42,19,8,7,21,19
53,53,2/6/17,,LAC,W,118,109,41,84,0.488,10,24,0.417,26,29,0.897,11,47,20,6,1,9,23,,42,90,0.467,13,35,0.371,12,18,0.667,9,39,24,7,5,9,19
54,54,2/8/17,@,MIN,L,109,112,42,79,0.532,11,28,0.393,14,20,0.7,10,36,19,6,3,13,22,,39,80,0.488,7,19,0.368,27,30,0.9,11,36,22,8,3,8,20
55,55,2/12/17,,DET,L,101,102,38,75,0.507,8,16,0.5,17,25,0.68,6,38,18,4,5,9,18,,36,84,0.429,8,31,0.258,22,29,0.759,11,41,12,8,5,7,18
56,56,2/14/17,@,CHI,L,94,105,35,77,0.455,5,20,0.25,19,24,0.792,8,34,15,9,1,16,26,,35,73,0.479,7,17,0.412,28,35,0.8,7,37,22,8,5,17,23
57,57,2/15/17,,CHO,W,90,85,32,84,0.381,12,32,0.375,14,19,0.737,8,46,19,8,4,14,13,,32,76,0.421,13,38,0.342,8,9,0.889,5,44,21,9,6,17,18
58,58,2/24/17,,BOS,W,107,97,40,81,0.494,5,15,0.333,22,29,0.759,10,41,15,7,4,9,21,,33,78,0.423,12,38,0.316,19,22,0.864,7,36,19,4,3,11,21
59,59,2/26/17,,POR,W,112,106,42,78,0.538,7,20,0.35,21,27,0.778,5,39,16,7,5,10,24,,35,79,0.443,9,21,0.429,27,35,0.771,8,39,16,6,5,9,26
60,60,2/27/17,@,NYK,W,92,91,33,78,0.423,7,26,0.269,19,23,0.826,11,41,12,9,3,12,18,,33,73,0.452,9,24,0.375,16,19,0.842,8,40,17,10,6,17,19
61,61,3/1/17,,WAS,L,96,105,33,90,0.367,7,20,0.35,23,26,0.885,16,50,11,8,4,11,18,,40,84,0.476,9,25,0.36,16,19,0.842,7,44,32,6,6,12,21
62,62,3/3/17,@,WAS,W,114,106,41,81,0.506,11,25,0.44,21,27,0.778,11,51,16,5,9,17,23,,34,92,0.37,10,30,0.333,28,32,0.875,15,45,23,8,6,11,21
63,63,3/4/17,@,MIL,L,94,101,35,75,0.467,7,21,0.333,17,20,0.85,3,36,20,2,4,11,23,,38,87,0.437,6,27,0.222,19,23,0.826,9,42,16,3,4,6,18
64,64,3/8/17,@,NOP,W,94,87,36,76,0.474,8,21,0.381,14,23,0.609,8,42,21,6,6,11,18,,34,80,0.425,9,29,0.31,10,13,0.769,8,40,22,6,3,14,20
65,65,3/10/17,@,ATL,L,99,105,37,92,0.402,4,25,0.16,21,27,0.778,16,46,19,17,5,11,28,,39,75,0.52,8,22,0.364,19,29,0.655,8,45,24,8,6,21,20
66,66,3/11/17,@,MIA,L,89,104,33,88,0.375,2,15,0.133,21,25,0.84,16,48,7,6,5,12,20,,35,72,0.486,11,28,0.393,23,33,0.697,3,35,21,8,10,12,19
67,67,3/13/17,,DAL,W,100,78,37,78,0.474,9,25,0.36,17,18,0.944,9,55,19,7,6,12,16,,31,85,0.365,7,25,0.28,9,13,0.692,7,34,21,4,6,7,19
68,68,3/16/17,,OKC,L,102,123,37,81,0.457,5,20,0.25,23,30,0.767,6,32,15,10,10,14,20,,47,88,0.534,14,25,0.56,15,19,0.789,10,47,33,10,1,18,22
69,69,3/17/17,@,DET,W,87,75,30,78,0.385,9,27,0.333,18,20,0.9,8,53,19,5,2,12,21,,29,83,0.349,3,20,0.15,14,21,0.667,12,49,14,5,5,12,17
70,70,3/19/17,,IND,W,116,91,45,91,0.495,12,27,0.444,14,16,0.875,14,51,25,7,7,16,20,,33,80,0.413,6,23,0.261,19,26,0.731,9,33,22,7,2,13,23
71,71,3/21/17,,CHI,W,122,120,47,95,0.495,8,23,0.348,20,27,0.741,16,50,18,6,4,16,23,,42,90,0.467,14,37,0.378,22,27,0.815,9,39,25,9,10,14,24
72,72,3/23/17,@,MIA,W,101,84,35,79,0.443,6,23,0.261,25,32,0.781,11,51,10,9,3,17,21,,32,82,0.39,6,23,0.261,14,23,0.609,10,36,20,8,11,16,23
73,73,3/25/17,@,DAL,W,94,86,39,81,0.481,9,21,0.429,7,9,0.778,12,44,22,9,3,14,21,,31,82,0.378,7,28,0.25,17,20,0.85,12,40,20,10,4,12,16
74,74,3/27/17,,ORL,W,131,112,49,83,0.59,10,15,0.667,23,35,0.657,9,43,24,7,8,15,25,,43,88,0.489,4,20,0.2,22,28,0.786,8,33,19,11,3,11,23
75,75,3/29/17,,CHO,L,106,110,38,83,0.458,11,31,0.355,19,24,0.792,13,44,23,4,7,13,22,,39,86,0.453,16,32,0.5,16,21,0.762,11,38,23,6,2,8,18
76,76,3/31/17,,IND,W,111,100,37,82,0.451,14,27,0.519,23,35,0.657,16,53,23,7,5,14,23,,36,87,0.414,11,26,0.423,17,21,0.81,12,42,19,7,4,13,21
77,77,4/2/17,,PHI,W,113,105,46,85,0.541,6,19,0.316,15,19,0.789,10,37,25,12,9,15,19,,36,80,0.45,11,36,0.306,22,25,0.88,13,37,25,8,5,19,20
78,78,4/4/17,@,IND,L,90,108,34,76,0.447,5,23,0.217,17,19,0.895,6,40,11,7,5,13,19,,39,89,0.438,12,25,0.48,18,18,1,10,43,16,7,4,11,17
79,79,4/5/17,@,DET,W,105,102,41,87,0.471,10,30,0.333,13,15,0.867,7,36,29,7,2,11,14,,42,81,0.519,7,21,0.333,11,18,0.611,12,45,22,5,4,14,21
80,80,4/7/17,,MIA,W,96,94,35,85,0.412,9,20,0.45,17,24,0.708,12,44,14,10,4,15,24,,33,83,0.398,8,23,0.348,20,29,0.69,14,44,16,10,5,19,21
81,81,4/9/17,@,NYK,W,110,97,40,77,0.519,10,31,0.323,20,23,0.87,5,41,20,8,1,10,14,,37,82,0.451,9,28,0.321,14,15,0.933,6,36,27,6,1,11,18
82,82,4/12/17,@,CLE,W,98,83,40,86,0.465,8,26,0.308,10,16,0.625,12,48,20,8,2,8,20,,28,76,0.368,10,37,0.27,17,24,0.708,10,43,20,5,7,15,14
