"","G","Date","X","Opp","W.L","Tm","Opp.1","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp"
"62",62,"3/5/16","@","CHI","L",100,108,35,87,0.402,9,35,0.257,21,30,0.7,11,40,22,17,3,18,27,36,79,0.456,9,21,0.429,27,34,0.794,12,53,28,8,4,25,21
"63",63,"3/6/16","@","TOR","W",113,107,38,78,0.487,13,29,0.448,24,37,0.649,8,37,27,9,4,10,21,37,77,0.481,12,33,0.364,21,27,0.778,7,42,27,8,6,15,24
"64",64,"3/9/16","@","PHI","W",118,104,38,86,0.442,11,33,0.333,31,41,0.756,17,45,22,14,5,13,24,35,86,0.407,12,33,0.364,22,32,0.688,16,42,23,8,5,18,28
"65",65,"3/11/16","@","BOS","W",102,98,40,88,0.455,5,26,0.192,17,25,0.68,15,50,19,8,3,17,21,34,91,0.374,8,31,0.258,22,28,0.786,14,45,24,14,3,14,17
"66",66,"3/12/16","@","CHO","L",109,125,43,93,0.462,5,26,0.192,18,28,0.643,14,40,21,8,5,9,20,48,88,0.545,15,31,0.484,14,16,0.875,10,44,28,6,5,11,25
"67",67,"3/14/16","","MEM","W",130,81,46,85,0.541,16,33,0.485,22,34,0.647,8,53,29,13,14,13,22,30,101,0.297,4,17,0.235,17,28,0.607,28,58,14,7,0,19,25
"68",68,"3/16/16","","LAC","L",106,122,40,82,0.488,9,25,0.36,17,24,0.708,13,39,23,5,3,15,25,43,76,0.566,12,30,0.4,24,32,0.75,7,33,31,9,7,10,20
"69",69,"3/18/16","","MIN","W",116,111,48,85,0.565,11,29,0.379,9,14,0.643,13,42,31,9,7,17,19,43,85,0.506,6,16,0.375,19,24,0.792,11,35,30,14,4,12,14
"70",70,"3/19/16","@","ATL","L",97,109,33,84,0.393,5,23,0.217,26,31,0.839,15,51,15,11,3,17,17,44,88,0.5,14,38,0.368,7,12,0.583,9,40,32,12,6,16,20
"71",71,"3/22/16","@","OKC","L",107,111,40,92,0.435,13,37,0.351,14,17,0.824,13,47,26,9,3,15,27,41,91,0.451,8,35,0.229,21,29,0.724,13,46,22,10,7,13,17
"72",72,"3/23/16","","UTA","L",87,89,33,74,0.446,9,23,0.391,12,22,0.545,4,32,22,13,9,14,21,31,77,0.403,11,29,0.379,16,20,0.8,13,48,22,8,5,22,19
"73",73,"3/25/16","","TOR","W",112,109,42,81,0.519,12,22,0.545,16,35,0.457,13,48,25,3,11,16,23,39,94,0.415,13,31,0.419,18,26,0.692,15,45,23,9,5,10,24
"74",74,"3/27/16","@","IND","L",101,104,38,85,0.447,7,33,0.212,18,27,0.667,11,44,17,7,3,14,18,41,87,0.471,9,26,0.346,13,20,0.65,15,50,25,9,6,13,23
"75",75,"3/29/16","@","CLE","W",106,100,38,79,0.481,9,25,0.36,21,42,0.5,14,55,23,7,5,14,24,31,86,0.36,14,40,0.35,24,28,0.857,10,38,21,5,5,11,31
"76",76,"3/31/16","","CHI","L",100,103,36,90,0.4,9,25,0.36,19,22,0.864,13,45,19,5,6,9,19,37,77,0.481,11,24,0.458,18,22,0.818,5,42,28,5,4,15,20
"77",77,"4/3/16","","OKC","W",118,110,41,102,0.402,13,42,0.31,23,26,0.885,22,45,24,11,5,9,24,38,82,0.463,7,27,0.259,27,32,0.844,15,50,21,5,5,19,21
"78",78,"4/6/16","@","DAL","L",86,88,34,78,0.436,6,20,0.3,12,18,0.667,12,41,19,6,4,15,17,33,80,0.413,10,33,0.303,12,14,0.857,13,40,19,9,4,12,20
"79",79,"4/7/16","","PHO","L",115,124,42,74,0.568,14,33,0.424,17,28,0.607,5,26,26,13,12,18,24,44,94,0.468,12,31,0.387,24,29,0.828,20,47,31,11,2,19,24
"80",80,"4/10/16","","LAL","W",130,110,50,98,0.51,17,41,0.415,13,18,0.722,16,48,30,11,5,13,15,41,83,0.494,12,28,0.429,16,19,0.842,7,40,25,10,3,18,15
"81",81,"4/11/16","@","MIN","W",129,105,48,86,0.558,15,30,0.5,18,26,0.692,8,43,28,12,5,17,23,38,83,0.458,5,21,0.238,24,33,0.727,10,40,25,12,3,13,20
"82",82,"4/13/16","","SAC","W",116,81,47,97,0.485,10,35,0.286,12,19,0.632,14,55,33,11,7,14,15,32,96,0.333,11,37,0.297,6,13,0.462,15,49,21,11,4,17,17
