"","G","Date","X","Opp","W.L","Tm","Opp.1","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp"
"44",44,"1/21/16","@","DEN","W",102,101,36,72,0.5,6,21,0.286,24,29,0.828,4,37,21,7,6,12,23,36,80,0.45,9,30,0.3,20,26,0.769,10,40,26,6,1,10,25
"45",45,"1/23/16","@","MIN","L",101,106,37,79,0.468,9,19,0.474,18,22,0.818,10,34,22,9,3,13,23,34,68,0.5,5,17,0.294,33,36,0.917,8,38,26,7,5,15,21
"46",46,"1/25/16","","ORL","W",108,102,43,100,0.43,6,18,0.333,16,25,0.64,18,54,25,12,5,10,16,40,86,0.465,10,28,0.357,12,14,0.857,8,46,24,2,6,19,22
"47",47,"1/28/16","","MIL","W",103,83,38,80,0.475,10,28,0.357,17,20,0.85,9,37,28,7,5,11,23,29,79,0.367,1,16,0.063,24,27,0.889,16,46,17,8,3,14,16
"48",48,"1/30/16","","SAC","W",121,117,41,79,0.519,8,18,0.444,31,37,0.838,2,32,23,15,9,13,26,38,92,0.413,9,24,0.375,32,38,0.842,18,51,16,10,3,19,27
"49",49,"2/1/16","@","NOP","W",110,95,43,71,0.606,9,16,0.563,15,18,0.833,3,40,27,4,5,14,21,36,88,0.409,10,26,0.385,13,21,0.619,14,37,19,8,4,9,14
"50",50,"2/5/16","@","NYK","W",91,85,33,76,0.434,4,18,0.222,21,24,0.875,4,37,17,8,5,9,18,30,80,0.375,10,29,0.345,15,17,0.882,14,47,15,2,6,14,23
"51",51,"2/6/16","","DAL","L",110,114,44,88,0.5,9,23,0.391,13,23,0.565,7,51,27,3,4,11,24,38,88,0.432,15,38,0.395,23,33,0.697,9,42,26,6,1,5,21
"52",52,"2/8/16","","POR","L",106,112,43,86,0.5,7,19,0.368,13,19,0.684,5,39,18,5,3,15,24,44,89,0.494,10,29,0.345,14,20,0.7,8,37,22,9,6,13,23
"53",53,"2/10/16","@","BRK","W",109,90,45,86,0.523,9,20,0.45,10,12,0.833,10,35,26,15,2,10,18,33,71,0.465,11,22,0.5,13,19,0.684,8,35,25,4,2,20,12
"54",54,"2/19/16","","MIN","W",109,104,40,82,0.488,7,21,0.333,22,28,0.786,11,42,17,13,5,14,24,31,75,0.413,11,26,0.423,31,31,1,11,42,25,7,6,20,25
"55",55,"2/21/16","@","TOR","L",85,98,28,76,0.368,3,20,0.15,26,32,0.813,10,44,13,6,3,13,25,33,81,0.407,7,28,0.25,25,31,0.806,9,47,12,4,2,12,22
"56",56,"2/24/16","","LAL","W",128,119,48,85,0.565,13,27,0.481,19,29,0.655,9,46,26,6,4,9,20,39,88,0.443,17,39,0.436,24,33,0.727,15,45,16,5,3,7,21
"57",57,"2/26/16","@","LAL","W",112,95,43,85,0.506,13,32,0.406,13,15,0.867,10,47,24,6,7,13,26,32,78,0.41,5,23,0.217,26,39,0.667,11,38,14,9,3,7,14
"58",58,"2/27/16","@","PHO","L",106,111,32,80,0.4,6,20,0.3,36,42,0.857,7,34,15,11,4,8,26,37,80,0.463,12,32,0.375,25,35,0.714,16,56,19,4,3,18,28
"59",59,"2/29/16","@","DEN","W",103,96,36,75,0.48,3,20,0.15,28,36,0.778,4,27,27,7,4,8,16,40,75,0.533,8,25,0.32,8,10,0.8,8,40,27,3,4,19,26
"60",60,"3/2/16","","SAC","W",104,98,35,79,0.443,5,18,0.278,29,33,0.879,14,37,20,13,4,19,23,39,82,0.476,9,26,0.346,11,20,0.55,16,44,31,7,3,24,29
"61",61,"3/4/16","","UTA","W",94,88,37,81,0.457,4,18,0.222,16,19,0.842,9,42,14,8,5,11,22,32,75,0.427,5,19,0.263,19,29,0.655,12,45,21,6,5,17,18
"62",62,"3/6/16","","PHO","L",100,109,32,80,0.4,10,22,0.455,26,33,0.788,12,38,17,6,3,10,27,37,71,0.521,12,28,0.429,23,30,0.767,10,47,24,3,3,15,23
"63",63,"3/7/16","@","CLE","W",106,103,41,86,0.477,6,20,0.3,18,22,0.818,9,35,23,16,8,16,26,36,80,0.45,7,29,0.241,24,29,0.828,13,49,23,9,7,25,22
"64",64,"3/9/16","@","BOS","L",96,116,32,84,0.381,7,26,0.269,25,31,0.806,16,48,20,8,7,19,22,41,87,0.471,15,32,0.469,19,24,0.792,7,38,26,9,7,13,27
"65",65,"3/11/16","","NOP","W",121,114,47,96,0.49,6,14,0.429,21,32,0.656,10,50,27,14,7,10,26,42,96,0.438,7,24,0.292,23,34,0.676,15,58,23,6,6,17,27
"66",66,"3/12/16","@","ATL","L",83,95,33,95,0.347,6,23,0.261,11,14,0.786,20,58,15,10,5,16,14,36,84,0.429,11,34,0.324,12,17,0.706,8,47,27,9,12,11,14
"67",67,"3/14/16","@","HOU","L",81,130,30,101,0.297,4,17,0.235,17,28,0.607,28,58,14,7,0,19,25,46,85,0.541,16,33,0.485,22,34,0.647,8,53,29,13,14,13,22
"68",68,"3/16/16","","MIN","L",108,114,44,100,0.44,4,20,0.2,16,21,0.762,27,51,22,3,8,10,21,40,71,0.563,10,21,0.476,24,31,0.774,7,33,31,5,8,13,20
"69",69,"3/17/16","@","MIL","L",86,96,34,92,0.37,3,13,0.231,15,17,0.882,18,47,16,8,3,15,19,37,75,0.493,5,19,0.263,17,25,0.68,9,44,21,7,17,12,15
"70",70,"3/19/16","","LAC","W",113,102,40,82,0.488,4,15,0.267,29,36,0.806,18,44,23,9,5,13,28,31,66,0.47,12,30,0.4,28,39,0.718,4,30,18,8,8,14,27
"71",71,"3/21/16","@","PHO","W",103,97,39,90,0.433,8,20,0.4,17,19,0.895,10,45,18,10,4,13,27,30,76,0.395,11,28,0.393,26,34,0.765,9,45,22,8,10,17,18
"72",72,"3/22/16","@","LAL","L",100,107,40,80,0.5,4,15,0.267,16,23,0.696,13,33,23,13,2,20,26,39,77,0.506,6,19,0.316,23,24,0.958,11,40,21,10,4,20,23
"73",73,"3/25/16","@","SAS","L",104,110,44,83,0.53,7,18,0.389,9,13,0.692,8,31,23,11,4,10,19,44,77,0.571,7,18,0.389,15,18,0.833,8,37,25,7,5,14,12
"74",74,"3/28/16","","SAS","L",87,101,33,83,0.398,6,19,0.316,15,24,0.625,13,39,19,8,4,14,22,37,72,0.514,5,15,0.333,22,30,0.733,10,43,23,9,7,14,21
"75",75,"3/30/16","","DEN","L",105,109,41,95,0.432,6,19,0.316,17,27,0.63,20,46,18,5,4,10,19,38,78,0.487,13,29,0.448,20,24,0.833,11,42,24,4,7,14,29
"76",76,"4/1/16","","TOR","L",95,99,37,91,0.407,7,19,0.368,14,17,0.824,18,42,16,13,7,14,25,30,71,0.423,12,28,0.429,27,29,0.931,11,41,16,8,12,18,19
"77",77,"4/3/16","@","ORL","L",107,119,41,89,0.461,8,21,0.381,17,26,0.654,12,46,22,4,4,14,21,43,90,0.478,10,26,0.385,23,29,0.793,13,43,27,10,3,10,21
"78",78,"4/5/16","","CHI","W",108,92,39,87,0.448,7,19,0.368,23,26,0.885,12,42,18,13,1,11,15,34,77,0.442,11,29,0.379,13,19,0.684,13,42,22,6,11,20,20
"79",79,"4/8/16","@","DAL","L",93,103,35,87,0.402,7,22,0.318,16,22,0.727,15,42,17,9,1,15,33,30,60,0.5,12,31,0.387,31,39,0.795,6,38,18,7,6,17,17
"80",80,"4/9/16","","GSW","L",99,100,37,96,0.385,7,21,0.333,18,20,0.9,17,54,19,8,4,6,16,39,87,0.448,10,36,0.278,12,13,0.923,7,48,20,3,7,11,14
"81",81,"4/12/16","@","LAC","L",84,110,35,86,0.407,5,20,0.25,9,14,0.643,13,38,16,5,1,16,18,41,75,0.547,12,25,0.48,16,21,0.762,8,41,29,11,7,9,19
"82",82,"4/13/16","@","GSW","L",104,125,42,98,0.429,8,24,0.333,12,16,0.75,13,40,25,12,1,13,18,46,87,0.529,20,47,0.426,13,16,0.813,12,51,35,7,7,17,14
