"","G","Date","X","Opp","W.L","Tm","Opp.1","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp"
"25",25,"12/12/15","@","ATL","W",103,78,36,74,0.486,10,20,0.5,21,22,0.955,6,49,26,11,2,23,16,30,80,0.375,5,24,0.208,13,16,0.813,7,33,21,15,3,17,15
"26",26,"12/14/15","","UTA","W",118,81,42,75,0.56,9,21,0.429,25,27,0.926,9,48,24,6,2,11,17,32,79,0.405,3,11,0.273,14,17,0.824,7,32,18,8,3,11,23
"27",27,"12/16/15","","WAS","W",114,95,44,83,0.53,8,22,0.364,18,23,0.783,8,43,29,10,9,11,21,35,84,0.417,3,15,0.2,22,25,0.88,10,38,22,6,4,12,18
"28",28,"12/18/15","","LAC","W",115,107,43,87,0.494,10,19,0.526,19,24,0.792,10,44,25,7,4,8,30,36,72,0.5,10,24,0.417,25,40,0.625,6,37,23,6,8,10,22
"29",29,"12/21/15","","IND","W",106,92,46,89,0.517,6,20,0.3,8,9,0.889,7,45,27,8,7,9,14,38,90,0.422,7,19,0.368,9,15,0.6,13,48,21,5,3,14,15
"30",30,"12/23/15","@","MIN","W",108,83,44,82,0.537,10,24,0.417,10,14,0.714,14,47,24,7,9,15,14,30,72,0.417,3,10,0.3,20,25,0.8,8,31,19,5,2,13,17
"31",31,"12/25/15","@","HOU","L",84,88,36,88,0.409,5,20,0.25,7,8,0.875,14,47,24,11,4,15,20,32,74,0.432,7,15,0.467,17,26,0.654,8,42,23,8,2,17,17
"32",32,"12/26/15","","DEN","W",101,86,39,81,0.481,7,10,0.7,16,17,0.941,10,41,21,11,12,11,10,38,86,0.442,5,18,0.278,5,6,0.833,8,36,25,6,3,15,16
"33",33,"12/28/15","","MIN","W",101,95,37,72,0.514,5,17,0.294,22,28,0.786,5,36,25,5,5,16,18,39,82,0.476,3,11,0.273,14,24,0.583,6,32,25,12,4,15,29
"34",34,"12/30/15","","PHO","W",112,79,43,76,0.566,6,14,0.429,20,33,0.606,6,46,26,13,5,13,16,32,81,0.395,5,18,0.278,10,18,0.556,8,36,18,6,3,15,23
"35",35,"1/2/16","","HOU","W",121,103,45,86,0.523,13,24,0.542,18,19,0.947,8,39,31,9,2,11,22,37,74,0.5,9,22,0.409,20,33,0.606,8,37,26,7,4,15,20
"36",36,"1/4/16","@","MIL","W",123,98,49,90,0.544,9,20,0.45,16,20,0.8,13,44,32,11,5,13,20,37,77,0.481,3,12,0.25,21,30,0.7,10,35,23,6,5,15,18
"37",37,"1/6/16","","UTA","W",123,98,52,86,0.605,9,21,0.429,10,13,0.769,8,38,34,10,2,13,21,37,79,0.468,7,18,0.389,17,18,0.944,10,34,21,8,3,18,17
"38",38,"1/8/16","","NYK","W",100,99,41,93,0.441,4,13,0.308,14,17,0.824,12,49,23,5,9,8,16,38,91,0.418,9,21,0.429,14,17,0.824,10,44,19,1,4,8,14
"39",39,"1/11/16","@","BRK","W",106,79,44,82,0.537,4,13,0.308,14,19,0.737,10,40,27,8,4,12,15,33,73,0.452,2,12,0.167,11,13,0.846,5,30,15,5,3,15,18
"40",40,"1/12/16","@","DET","W",109,99,41,85,0.482,5,14,0.357,22,27,0.815,11,49,20,9,5,17,20,38,91,0.418,6,23,0.261,17,26,0.654,11,41,22,8,2,12,24
"41",41,"1/14/16","","CLE","W",99,95,38,83,0.458,5,17,0.294,18,22,0.818,11,45,17,6,7,11,16,38,82,0.463,10,26,0.385,9,11,0.818,9,43,15,4,2,17,23
"42",42,"1/17/16","","DAL","W",112,83,42,90,0.467,5,20,0.25,23,28,0.821,6,51,22,7,5,7,21,29,81,0.358,6,23,0.261,19,25,0.76,5,45,20,4,6,13,23
"43",43,"1/21/16","@","PHO","W",117,89,42,86,0.488,9,14,0.643,24,28,0.857,10,43,24,8,6,8,21,32,81,0.395,6,18,0.333,19,23,0.826,9,43,18,3,4,13,26
"44",44,"1/22/16","@","LAL","W",108,95,43,85,0.506,11,21,0.524,11,13,0.846,7,35,26,10,13,6,14,38,84,0.452,6,16,0.375,13,18,0.722,12,45,19,3,5,11,12
"45",45,"1/25/16","@","GSW","L",90,120,31,74,0.419,5,14,0.357,23,31,0.742,9,38,21,11,4,25,21,44,85,0.518,11,26,0.423,21,25,0.84,10,45,31,15,3,21,25
"46",46,"1/27/16","","HOU","W",130,99,50,90,0.556,12,23,0.522,18,21,0.857,12,49,34,7,3,13,28,28,73,0.384,8,30,0.267,35,52,0.673,12,40,14,7,11,15,22
"47",47,"1/30/16","@","CLE","L",103,117,40,81,0.494,6,18,0.333,17,21,0.81,8,32,20,2,2,6,19,45,82,0.549,9,23,0.391,18,21,0.857,10,43,24,4,4,9,21
"48",48,"2/1/16","","ORL","W",107,92,40,78,0.513,9,24,0.375,18,21,0.857,5,42,27,6,10,13,14,39,96,0.406,5,17,0.294,9,11,0.818,19,51,19,9,6,16,19
"49",49,"2/3/16","","NOP","W",110,97,42,81,0.519,9,15,0.6,17,18,0.944,4,36,30,6,8,14,13,41,90,0.456,3,19,0.158,12,14,0.857,11,45,21,12,4,16,23
"50",50,"2/5/16","@","DAL","W",116,90,41,80,0.513,12,22,0.545,22,25,0.88,8,42,19,6,4,13,23,33,73,0.452,3,15,0.2,21,27,0.778,5,36,17,7,2,15,23
"51",51,"2/6/16","","LAL","W",106,102,39,88,0.443,8,24,0.333,20,25,0.8,15,51,27,4,6,10,19,34,86,0.395,10,30,0.333,24,27,0.889,13,46,19,5,3,8,22
"52",52,"2/9/16","@","MIA","W",119,101,47,89,0.528,6,14,0.429,19,26,0.731,11,43,25,10,4,10,17,40,70,0.571,4,12,0.333,17,24,0.708,1,31,21,7,5,17,20
"53",53,"2/10/16","@","ORL","W",98,96,38,89,0.427,8,20,0.4,14,15,0.933,11,44,24,6,11,13,14,37,91,0.407,8,20,0.4,14,16,0.875,13,50,26,7,7,15,18
"54",54,"2/18/16","@","LAC","L",86,105,35,83,0.422,4,17,0.235,12,15,0.8,5,33,19,11,2,15,16,39,78,0.5,12,25,0.48,15,20,0.75,8,45,23,8,7,18,20
"55",55,"2/19/16","@","LAL","W",119,113,48,88,0.545,6,12,0.5,17,18,0.944,13,39,30,6,9,10,20,40,81,0.494,10,22,0.455,23,26,0.885,12,36,20,5,4,15,17
"56",56,"2/21/16","@","PHO","W",118,111,43,82,0.524,10,16,0.625,22,34,0.647,8,42,23,10,9,12,20,43,93,0.462,9,24,0.375,16,22,0.727,13,46,26,6,5,13,30
"57",57,"2/24/16","@","SAC","W",108,92,44,85,0.518,8,19,0.421,12,15,0.8,6,50,26,13,8,16,16,39,96,0.406,6,18,0.333,8,15,0.533,10,44,27,13,1,14,14
"58",58,"2/25/16","@","UTA","W",96,78,38,79,0.481,9,18,0.5,11,12,0.917,9,43,17,5,5,11,16,33,77,0.429,3,17,0.176,9,12,0.75,4,31,15,6,2,11,10
"59",59,"2/27/16","@","HOU","W",104,94,37,76,0.487,8,19,0.421,22,28,0.786,7,43,24,4,4,13,21,35,84,0.417,8,25,0.32,16,22,0.727,9,39,19,5,4,14,27
"60",60,"3/2/16","","DET","W",97,81,43,84,0.512,3,14,0.214,8,9,0.889,5,41,25,8,6,8,20,31,78,0.397,6,19,0.316,13,23,0.565,7,42,19,3,1,15,13
"61",61,"3/3/16","@","NOP","W",94,86,36,81,0.444,8,21,0.381,14,15,0.933,5,49,27,8,10,11,11,35,89,0.393,8,24,0.333,8,8,1,7,41,23,6,4,11,13
"62",62,"3/5/16","","SAC","W",104,94,40,81,0.494,8,23,0.348,16,19,0.842,11,46,31,6,5,21,21,37,81,0.457,6,16,0.375,14,21,0.667,7,33,21,13,4,19,19
"63",63,"3/7/16","@","IND","L",91,99,34,96,0.354,4,28,0.143,19,22,0.864,18,52,15,5,6,8,19,32,78,0.41,7,16,0.438,28,30,0.933,8,48,19,5,7,9,18
"64",64,"3/8/16","@","MIN","W",116,91,47,85,0.553,4,19,0.211,18,19,0.947,9,46,28,13,7,9,16,36,79,0.456,4,15,0.267,15,19,0.789,7,35,18,5,2,15,17
"65",65,"3/10/16","","CHI","W",109,101,44,93,0.473,6,17,0.353,15,19,0.789,9,40,29,14,4,8,12,39,86,0.453,11,22,0.5,12,13,0.923,11,50,23,5,5,21,18
"66",66,"3/12/16","","OKC","W",93,85,34,85,0.4,4,24,0.167,21,25,0.84,13,44,17,12,3,11,17,31,81,0.383,2,18,0.111,21,25,0.84,18,56,18,7,2,19,23
"67",67,"3/15/16","","LAC","W",108,87,44,82,0.537,8,20,0.4,12,16,0.75,12,42,25,6,4,10,21,32,69,0.464,8,19,0.421,15,22,0.682,5,27,15,5,4,13,17
"68",68,"3/17/16","","POR","W",118,110,45,86,0.523,8,16,0.5,20,22,0.909,4,37,35,8,11,7,24,39,89,0.438,10,22,0.455,22,30,0.733,14,49,23,5,6,13,22
"69",69,"3/19/16","","GSW","W",87,79,32,78,0.41,8,21,0.381,15,18,0.833,14,53,17,4,6,17,19,31,82,0.378,9,36,0.25,8,10,0.8,7,37,24,12,3,10,21
"70",70,"3/21/16","@","CHO","L",88,91,37,86,0.43,4,17,0.235,10,13,0.769,9,47,23,9,12,16,17,35,87,0.402,8,19,0.421,13,19,0.684,10,46,18,11,5,14,12
"71",71,"3/23/16","","MIA","W",112,88,42,81,0.519,8,14,0.571,20,24,0.833,10,44,26,7,4,10,12,37,77,0.481,7,14,0.5,7,12,0.583,6,36,23,8,6,14,16
"72",72,"3/25/16","","MEM","W",110,104,44,77,0.571,7,18,0.389,15,18,0.833,8,37,25,7,5,14,12,44,83,0.53,7,18,0.389,9,13,0.692,8,31,23,11,4,10,19
"73",73,"3/26/16","@","OKC","L",92,111,37,86,0.43,4,15,0.267,14,17,0.824,13,34,14,8,3,12,17,44,85,0.518,7,20,0.35,16,18,0.889,13,47,19,6,5,17,18
"74",74,"3/28/16","@","MEM","W",101,87,37,72,0.514,5,15,0.333,22,30,0.733,10,43,23,9,7,14,21,33,83,0.398,6,19,0.316,15,24,0.625,13,39,19,8,4,14,22
"75",75,"3/30/16","","NOP","W",100,92,36,75,0.48,12,24,0.5,16,22,0.727,6,38,23,10,8,12,18,36,80,0.45,8,17,0.471,12,18,0.667,11,44,27,6,0,17,17
"76",76,"4/2/16","","TOR","W",102,95,35,77,0.455,5,20,0.25,27,30,0.9,15,47,28,11,5,14,14,40,80,0.5,6,18,0.333,9,10,0.9,6,32,18,8,3,13,21
"77",77,"4/5/16","@","UTA","W",88,86,32,72,0.444,7,17,0.412,17,19,0.895,4,32,16,10,4,8,16,32,68,0.471,5,17,0.294,17,21,0.81,5,40,13,5,4,16,18
"78",78,"4/7/16","@","GSW","L",101,112,39,80,0.488,7,16,0.438,16,23,0.696,5,32,28,10,2,12,11,45,83,0.542,12,25,0.48,10,11,0.909,7,43,33,8,2,15,22
"79",79,"4/8/16","@","DEN","L",98,102,36,85,0.424,3,14,0.214,23,28,0.821,8,45,20,6,8,10,12,40,86,0.465,6,22,0.273,16,19,0.842,8,47,21,9,7,11,23
"80",80,"4/10/16","","GSW","L",86,92,34,90,0.378,3,17,0.176,15,19,0.789,18,53,21,10,5,11,18,34,77,0.442,10,27,0.37,14,18,0.778,7,46,19,7,6,13,18
"81",81,"4/12/16","","OKC","W",102,98,37,87,0.425,4,14,0.286,24,32,0.75,11,42,15,12,8,11,22,35,87,0.402,6,25,0.24,22,25,0.88,18,55,18,7,5,21,23
"82",82,"4/13/16","@","DAL","W",96,91,35,74,0.473,6,23,0.261,20,26,0.769,8,42,24,8,3,14,19,31,77,0.403,12,39,0.308,17,21,0.81,11,41,20,8,2,12,23
